wkt_geom,OBJECTID,stop_UID,stop_agenc,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_t,parent_sta,wheelchair,intersecti,stop_place
Point (6292074.64276105165481567 1863081.23379573225975037),110,MTS_10182,MTS,10182,Camino Del Rio N & Mission City Pkwy,32.77551596,-117.1270896,10182,0,,1,N-E/B,mispky
Point (6292498.64158496260643005 1883385.23157347738742828),111,MTS_10183,MTS,10183,Clairemont Mesa Bl & Ruffin Rd,32.83132755,-117.1262654,10183,0,,0,F-E/B,
Point (6293319.64420805871486664 1839844.23663464188575745),112,MTS_10184,MTS,10184,Market St & 33rd St,32.71168209,-117.1224069,10184,0,,0,N-E/B,
Point (6293192.64413397014141083 1836014.23740489780902863),113,MTS_10186,MTS,10186,Ocean View Bl & 33rd St,32.70115313,-117.1227155,10186,0,,1,N-E/B,
Point (6293209.64409996569156647 1838021.23699980974197388),114,MTS_10187,MTS,10187,Imperial Av & 33rd St,32.70666939,-117.1227149,10187,0,,0,N-E/B,
Point (6293297.64293971657752991 1858624.23450765013694763),115,MTS_10188,MTS,10188,Adams Av & 33rd St,32.76329493,-117.1229896,10188,0,,2,N-E/B,
Point (6293423.64301580190658569 1855661.23485623300075531),116,MTS_10189,MTS,10189,El Cajon Bl & 33rd St,32.75515457,-117.1224991,10189,0,,1,N-E/B,
Point (6294953.64290855824947357 1855648.23455414175987244),117,MTS_10190,MTS,10190,El Cajon Bl & 35th St,32.75515393,-117.1175225,10190,0,,0,F-E/B,
Point (6293391.64209555089473724 1875019.23255747556686401),118,MTS_10191,MTS,10191,Aero Dr & West Canyon Av,32.80835573,-117.1231304,10191,0,,1,N-E/B,
Point (6294136.64257405698299408 1863484.23397397994995117),119,MTS_10194,MTS,10194,Camino Del Rio S & Scheidler Wy,32.77667102,-117.1203925,10194,0,,1,N-E/B,
Point (6294311.64419254660606384 1834108.23727989196777344),120,MTS_10195,MTS,10195,National Av & 35th St,32.69594054,-117.1190266,10195,0,,1,N-E/B,
Point (6294749.64298847317695618 1855641.2348962277173996),121,MTS_10196,MTS,10196,El Cajon Bl & 35th St,32.75513002,-117.1181858,10196,0,,1,N-E/B,
Point (6294873.64405280351638794 1834106.23761197924613953),122,MTS_10197,MTS,10197,National Av & 36th St,32.6959479,-117.1171999,10197,0,,1,N-E/B,
Point (6295011.64279255270957947 1858594.23423956334590912),123,MTS_10198,MTS,10198,Adams Av & 35th St,32.76325179,-117.1174135,10198,0,,1,N-E/B,
Point (6295549.94289705157279968 1855628.23492223024368286),124,MTS_10201,MTS,10201,El Cajon Bl & 36th St,32.75511258,-117.1155825,10201,0,,1,F-E/B,
Point (6295645.64382113516330719 1837322.23708547651767731),125,MTS_10203,MTS,10203,Imperial Av & 37th St,32.7048041,-117.1147774,10203,0,,0,N-E/B,
Point (6296079.64295314252376556 1855619.23494023084640503),126,MTS_10204,MTS,10204,El Cajon Bl & 37th St,32.75509992,-117.1138594,10204,0,,1,N-E/B,
Point (6296299.64415355026721954 1834105.2376139760017395),127,MTS_10205,MTS,10205,National Av & 38th St,32.69597766,-117.112565,10205,0,,1,N-E/B,
Point (6296291.64384147524833679 1836009.2374148964881897),128,MTS_10206,MTS,10206,Ocean View Bl & 38th St,32.70121027,-117.1126422,10206,0,,1,N-E/B,
Point (6296296.64383147656917572 1837319.23709148168563843),129,MTS_10207,MTS,10207,Imperial Av & 38th St,32.70481068,-117.1126612,10207,0,,1,N-E/B,
Point (6296642.64281138777732849 1853630.2349812239408493),130,MTS_10208,MTS,10208,University Av & 38th St,32.74964632,-117.1119748,10208,0,,1,N-E/B,
Point (6295672.64245480298995972 1863903.23412023484706879),131,MTS_10210,MTS,10210,Camino Del Rio S & 3661,32.77785771,-117.1154068,10210,0,,1,M-Street-E/B,
Point (6297617.64381413161754608 1834107.23760998249053955),132,MTS_10214,MTS,10214,National Av & 40th St,32.69601305,-117.1082812,10214,0,,1,N-E/B,
Point (6297489.64374205470085144 1837289.237479567527771),134,MTS_10216,MTS,10216,Imperial Av & 40th St,32.70475529,-117.1087824,10216,0,,2,M-Street-E/B,
Point (6298635.64309047162532806 1844408.23636490106582642),135,MTS_10219,MTS,10219,Home Av & Hixson Av,32.72434645,-117.1052471,10219,0,,1,N-E/B,
Point (6298265.64383046329021454 1834106.23761197924613953),136,MTS_10220,MTS,10220,National Av & 41st St,32.69602495,-117.106175,10220,0,,1,N-E/B,
Point (6298455.64345046877861023 1839695.23726072907447815),137,MTS_10221,MTS,10221,Market St & Morrison St,32.71138957,-117.1057065,10221,0,,1,N-E/B,
Point (6298764.64381672441959381 1835724.23765681684017181),138,MTS_10223,MTS,10223,Ocean View Bl & San Miguel Av,32.70048297,-117.1045962,10223,0,,1,N-E/B,
Point (6299037.64228646457195282 1858532.23469164967536926),139,MTS_10224,MTS,10224,Adams Av & Biona Dr,32.76317276,-117.1043163,10224,0,,1,N-E/B,
Point (6299310.64338088035583496 1839691.23694063723087311),140,MTS_10225,MTS,10225,Market St & Denby St,32.71139783,-117.102927,10225,0,,1,N-E/B,
Point (6299224.64355288445949554 1834240.23767206072807312),141,MTS_10227,MTS,10227,National Av & San Pasqual St,32.69641482,-117.1030616,10227,0,,1,F-W/B,
Point (6299985.643999382853508 1827374.23860880732536316),142,MTS_10228,MTS,10228,8th St & F Av,32.67756198,-117.1004061,10228,0,,1,F-E/B,
Point (6300213.64288721978664398 1845846.23644164204597473),144,MTS_10230,MTS,10230,Home Av & Fairmount Av,32.728334,-117.1001546,10230,0,,1,N-E/B,
Point (6300394.64318138360977173 1835700.2377048134803772),145,MTS_10231,MTS,10231,Ocean View Bl & Elizabeth St,32.70045362,-117.0992974,10231,0,,1,N-E/B,
Point (6300759.64343564212322235 1837010.23738139867782593),146,MTS_10232,MTS,10232,Imperial Av & 45th St,32.70406208,-117.0981456,10232,0,,0,N-E/B,
Point (6302258.64306230843067169 1834322.23783613741397858),147,MTS_10235,MTS,10235,Logan Av & 47th St,32.69670801,-117.0932023,10235,0,,1,F-E/B,47log
Point (6302029.64319221675395966 1835669.2377668172121048),148,MTS_10236,MTS,10236,Ocean View Bl & 47th St,32.70040491,-117.0939821,10236,0,,1,N-E/B,
Point (6302217.64150388538837433 1869321.23345480859279633),149,MTS_10237,MTS,10237,Zion Av & Crawford St (Kaiser),32.79289558,-117.0942567,10237,0,,1,N-E/B,kaihos
Point (6302315.64229214191436768 1853521.23552730679512024),150,MTS_10238,MTS,10238,University Av & 47th St,32.74947427,-117.0935219,10238,0,,1,N-E/B,
Point (6303336.64189055562019348 1853505.23555931448936462),151,MTS_10242,MTS,10242,University Av & Estrella Av,32.74945296,-117.090201,10242,0,,1,N-E/B,
Point (6304363.64180505275726318 1856130.2355586439371109),152,MTS_10247,MTS,10247,El Cajon Bl & 50th St,32.75669001,-117.0869294,10247,0,,1,N-E/B,
Point (6306919.64161430299282074 1856541.23539280891418457),153,MTS_10250,MTS,10250,El Cajon Bl & 54th St,32.75787567,-117.0786266,10250,0,,0,F-E/B,
Point (6305312.64187555015087128 1853322.23559722304344177),154,MTS_10252,MTS,10252,University Av & 52nd St,32.74899361,-117.0837698,10252,0,,1,N-E/B,
Point (6305468.64123547077178955 1869273.23387889564037323),155,MTS_10253,MTS,10253,Zion Av & 51st St,32.79283556,-117.0836772,10253,0,,1,N-E/B,
Point (6305623.64387822151184082 1815304.24011106789112091),156,MTS_10254,MTS,10254,E St & 3rd Av,32.64451482,-117.0817719,10254,0,,1,N-E/B,e3rd
Point (6305852.64309214055538177 1834707.23805040121078491),157,MTS_10255,MTS,10255,Olvera Av & Gwen St,32.69784545,-117.0815307,10255,0,,1,N-E/B,
Point (6306122.64091171324253082 1869255.23358681797981262),158,MTS_10256,MTS,10256,Zion Av & Waring Rd,32.79280044,-117.0815487,10256,0,,1,M-Street-E/B,
Point (6306590.64128805696964264 1856471.23553280532360077),159,MTS_10257,MTS,10257,El Cajon Bl & 54th St,32.7576761,-117.0796949,10257,0,,1,N-E/B,elc54
Point (6306626.64154413342475891 1861338.23465706408023834),160,MTS_10258,MTS,10258,Montezuma Rd & 54th St,32.77105299,-117.0797038,10258,0,,2,N-E/B,
Point (6307030.64270463585853577 1835047.23802655935287476),161,MTS_10259,MTS,10259,Olvera Av & San Onofre Ter,32.69880564,-117.0777106,10259,0,,1,N-E/B,
Point (6307453.64153055846691132 1856636.23520280420780182),162,MTS_10260,MTS,10260,El Cajon Bl & Dayton St,32.75814842,-117.0768922,10260,0,,1,F-E/B,elc54
Point (6307334.64209663867950439 1845524.2367575615644455),163,MTS_10261,MTS,10261,Grape St & 55th St,32.72760644,-117.0769926,10261,0,,0,M-Street-E/B,
Point (6310547.64091996848583221 1857996.23543556034564972),164,MTS_10262,MTS,10262,College Av & El Cajon Bl,32.76195317,-117.0668634,10262,0,,0,F-N/B,elccol
Point (6307893.6426190584897995 1835240.23796863853931427),165,MTS_10263,MTS,10263,Olvera Av & Las Flores Ter,32.69935486,-117.0749105,10263,0,,1,N-E/B,
Point (6307805.64246697723865509 1841231.23746955394744873),166,MTS_10264,MTS,10264,Roswell St & Kelton Rd,32.71581815,-117.0753507,10264,0,,0,N-E/B,
Point (6309131.74152080714702606 1851259.73611330986022949),167,MTS_10266,MTS,10266,Streamview Dr & Lynn St,32.7434085,-117.0712963,10266,0,,2,F-E/B,
Point (6308934.64217746257781982 1839105.23745647072792053),168,MTS_10267,MTS,10267,Market St & Merlin Dr,32.70999972,-117.0716258,10267,0,,0,N-E/B,
Point (6309072.64255763590335846 1835982.23812505602836609),169,MTS_10268,MTS,10268,Skyline Dr & Radio Dr,32.70141969,-117.0710972,10268,0,,1,N-E/B,
Point (6311189.64455722272396088 1789516.24378690123558044),171,MTS_10272,MTS,10272,Del Sol Bl & Ocean Bluffs,32.57376204,-117.0630382,10272,0,,1,M-Street-E/B,
Point (6311238.641834557056427 1838968.237730473279953),172,MTS_10273,MTS,10273,Imperial Av & 62nd St,32.70967287,-117.0641325,10273,0,,1,M-Street-E/B,imp62
