wkt_geom,OBJECTID,stop_UID,stop_agenc,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_t,parent_sta,wheelchair,intersecti,stop_place
Point (6286498.64505480229854584 1836212.23668080568313599),66,MTS_10122,MTS,10122.0,Logan Av & Cesar E Chavez Pkwy,32.70154139,-117.14447954,10122.0,0,,1,N-E/B,logces
Point (6286637.64510488510131836 1837912.23656164109706879),67,MTS_10123,MTS,10123.0,Imperial Av & 22nd St,32.70621679,-117.14407511,10123.0,0,,1,N-E/B,
Point (6287106.64482305943965912 1837911.23656363785266876),69,MTS_10127,MTS,10127.0,Imperial Av & 24th St,32.70622508,-117.14255054,10127.0,0,,1,N-E/B,
Point (6287232.64391489326953888 1855708.23443414270877838),71,MTS_10129,MTS,10129.0,El Cajon Bl & Alabama St,32.75513971,-117.14263625,10129.0,0,,1,N-E/B,
Point (6287179.64402088522911072 1853246.23476497828960419),72,MTS_10130,MTS,10130.0,University Av & Alabama St,32.74837212,-117.14274006,10130.0,0,,1,M-Street-E/B,
Point (6287785.64477738738059998 1839830.23633456230163574),74,MTS_10133,MTS,10133.0,Market St & 25th St,32.71151504,-117.14039662,10133.0,0,,1,N-E/B,
Point (6287685.64464929699897766 1841373.23620131611824036),75,MTS_10134,MTS,10134.0,Broadway & 25th St,32.71575334,-117.14076456,10134.0,0,,1,N-E/B,
Point (6287964.6437632143497467 1853240.23477697372436523),76,MTS_10136,MTS,10136.0,University Av & Louisiana St,32.74837408,-117.14018692,10136.0,0,,1,N-E/B,
Point (6288438.64445564150810242 1837928.2365296483039856),77,MTS_10137,MTS,10137.0,Imperial Av & 26th St,32.70630307,-117.13822116,10137.0,0,,1,N-E/B,
Point (6288449.64476172626018524 1841749.23610547184944153),78,MTS_10138,MTS,10138.0,C St & 26th St,32.71680461,-117.13829122,10138.0,0,,1,N-E/B,
Point (6288744.64351555705070496 1855704.23444214463233948),79,MTS_10139,MTS,10139.0,El Cajon Bl & Arizona St,32.7551642,-117.13771844,10139.0,0,,1,N-E/B,
Point (6288773.64345754683017731 1858484.23413147032260895),80,MTS_10140,MTS,10140.0,Adams Av & Arizona St,32.76280518,-117.1377011,10140.0,0,,1,N-E/B,
Point (6289078.64514413475990295 1832982.23723530769348145),82,MTS_10143,MTS,10143.0,Main St & 27th St,32.6927249,-117.13600412,10143.0,0,,2,N-E/B,
Point (6289270.6447601318359375 1836408.23694497346878052),83,MTS_10145,MTS,10145.0,Ocean View Bl & Sampson St,32.70214509,-117.13547466,10145.0,0,,1,N-S/B,
Point (6289532.64456422626972198 1837925.23686373233795166),84,MTS_10147,MTS,10147.0,Imperial Av & Hensley St,32.70632038,-117.13466487,10147.0,0,,1,N-E/B,
Point (6289675.64427821338176727 1841748.2361074835062027),85,MTS_10148,MTS,10148.0,C St & 28th St,32.71683051,-117.13430543,10148.0,0,,1,N-E/B,
Point (6290244.64346830546855927 1855696.23445814847946167),87,MTS_10150,MTS,10150.0,El Cajon Bl & Utah St,32.75517721,-117.13283955,10150.0,0,,1,N-E/B,
Point (6290194.64389638602733612 1853216.23482497036457062),88,MTS_10151,MTS,10151.0,University Av & Utah St,32.74836023,-117.13293387,10151.0,0,,1,N-E/B,
Point (6290249.64477063715457916 1834110.23727589845657349),89,MTS_10154,MTS,10154.0,National Av & 29th St,32.69585228,-117.13222923,10154.0,0,,1,N-E/B,
Point (6290850.64422480762004852 1839822.23635056614875793),92,MTS_10158,MTS,10158.0,Market St & 30th St,32.71156459,-117.13043259,10158.0,0,,1,N-E/B,mark30
Point (6291025.64321863651275635 1858473.23415347933769226),94,MTS_10160,MTS,10160.0,Adams Av & 30th St,32.76282743,-117.13037565,10160.0,0,,1,N-E/B,30ada
Point (6291022.64355272054672241 1853200.234856978058815),95,MTS_10161,MTS,10161.0,University Av & 30th St,32.7483355,-117.13024061,10161.0,0,,1,N-E/B,uni30t
Point (6291233.64345879852771759 1850540.23525573313236237),96,MTS_10162,MTS,10162.0,Upas St & 30th St,32.74102988,-117.12948143,10162.0,0,,1,N-E/B,
Point (6291053.64447496831417084 1836018.23706881701946259),97,MTS_10163,MTS,10163.0,Ocean View Bl & 30th St,32.70111472,-117.12966834,10163.0,0,,1,N-E/B,
Point (6291083.64441497623920441 1837920.23687373101711273),98,MTS_10164,MTS,10164.0,Imperial Av & 30th St,32.70634271,-117.12962298,10164.0,0,,1,N-E/B,
Point (6291142.64495313167572021 1832974.23757939040660858),99,MTS_10165,MTS,10165.0,Main St & 30th St,32.69275093,-117.12929561,10165.0,0,,1,F-E/B,
Point (6290876.64417280256748199 1841730.23647156357765198),100,MTS_10166,MTS,10166.0,C St & 30th St,32.71680897,-117.13040045,10166.0,0,,1,M-Street-E/B,c_30st
Point (6291163.64392688870429993 1843333.23621831834316254),101,MTS_10167,MTS,10167.0,Beech St & Fern St,32.72122117,-117.12951136,10167.0,0,,1,F-E/B,
Point (6291641.64329896867275238 1858471.23448556661605835),103,MTS_10169,MTS,10169.0,Adams Av & Boundary St,32.76283621,-117.12837192,10169.0,0,,1,N-E/B,
Point (6291742.64408122003078461 1839819.236684650182724),104,MTS_10171,MTS,10171.0,Market St & 31st St,32.71157701,-117.12753276,10171.0,0,,1,N-E/B,
Point (6292355.64416755735874176 1836015.23707480728626251),106,MTS_10177,MTS,10177.0,Ocean View Bl & 32nd St,32.7011366,-117.12543617,10177.0,0,,1,N-E/B,
Point (6292384.64410954713821411 1837920.23687373101711273),107,MTS_10178,MTS,10178.0,Imperial Av & 32nd St,32.7063728,-117.12539389,10178.0,0,,1,N-E/B,imp32
Point (6292398.64408154785633087 1839820.23668263852596283),108,MTS_10179,MTS,10179.0,Market St & 32nd St,32.71159492,-117.12540024,10179.0,0,,1,N-E/B,
Point (6293319.64420805871486664 1839844.23663464188575745),112,MTS_10184,MTS,10184.0,Market St & 33rd St,32.71168209,-117.12240687,10184.0,0,,0,N-E/B,
Point (6293192.64413397014141083 1836014.23740489780902863),113,MTS_10186,MTS,10186.0,Ocean View Bl & 33rd St,32.70115313,-117.12271551,10186.0,0,,1,N-E/B,
Point (6293209.64409996569156647 1838021.23699980974197388),114,MTS_10187,MTS,10187.0,Imperial Av & 33rd St,32.70666939,-117.12271486,10187.0,0,,0,N-E/B,
Point (6293297.64293971657752991 1858624.23450765013694763),115,MTS_10188,MTS,10188.0,Adams Av & 33rd St,32.76329493,-117.12298956,10188.0,0,,2,N-E/B,
Point (6293423.64301580190658569 1855661.23485623300075531),116,MTS_10189,MTS,10189.0,El Cajon Bl & 33rd St,32.75515457,-117.12249906,10189.0,0,,1,N-E/B,
Point (6294953.64290855824947357 1855648.23455414175987244),117,MTS_10190,MTS,10190.0,El Cajon Bl & 35th St,32.75515393,-117.11752246,10190.0,0,,0,F-E/B,
Point (6294136.64257405698299408 1863484.23397397994995117),119,MTS_10194,MTS,10194.0,Camino Del Rio S & Scheidler Wy,32.77667102,-117.12039247,10194.0,0,,1,N-E/B,
Point (6294311.64419254660606384 1834108.23727989196777344),120,MTS_10195,MTS,10195.0,National Av & 35th St,32.69594054,-117.11902661,10195.0,0,,1,N-E/B,
Point (6294749.64298847317695618 1855641.2348962277173996),121,MTS_10196,MTS,10196.0,El Cajon Bl & 35th St,32.75513002,-117.11818577,10196.0,0,,1,N-E/B,
Point (6294873.64405280351638794 1834106.23761197924613953),122,MTS_10197,MTS,10197.0,National Av & 36th St,32.6959479,-117.11719991,10197.0,0,,1,N-E/B,
Point (6295011.64279255270957947 1858594.23423956334590912),123,MTS_10198,MTS,10198.0,Adams Av & 35th St,32.76325179,-117.11741354,10198.0,0,,1,N-E/B,
Point (6295549.94289705157279968 1855628.23492223024368286),124,MTS_10201,MTS,10201.0,El Cajon Bl & 36th St,32.75511258,-117.11558249,10201.0,0,,1,F-E/B,
Point (6295645.64382113516330719 1837322.23708547651767731),125,MTS_10203,MTS,10203.0,Imperial Av & 37th St,32.7048041,-117.1147774,10203.0,0,,0,N-E/B,
Point (6296079.64295314252376556 1855619.23494023084640503),126,MTS_10204,MTS,10204.0,El Cajon Bl & 37th St,32.75509992,-117.11385942,10204.0,0,,1,N-E/B,
Point (6296299.64415355026721954 1834105.2376139760017395),127,MTS_10205,MTS,10205.0,National Av & 38th St,32.69597766,-117.112565,10205.0,0,,1,N-E/B,
Point (6296291.64384147524833679 1836009.2374148964881897),128,MTS_10206,MTS,10206.0,Ocean View Bl & 38th St,32.70121027,-117.1126422,10206.0,0,,1,N-E/B,
Point (6296296.64383147656917572 1837319.23709148168563843),129,MTS_10207,MTS,10207.0,Imperial Av & 38th St,32.70481068,-117.11266118,10207.0,0,,1,N-E/B,
Point (6296642.64281138777732849 1853630.2349812239408493),130,MTS_10208,MTS,10208.0,University Av & 38th St,32.74964632,-117.11197481,10208.0,0,,1,N-E/B,
Point (6295672.64245480298995972 1863903.23412023484706879),131,MTS_10210,MTS,10210.0,Camino Del Rio S & 3661,32.77785771,-117.11540681,10210.0,0,,1,M-Street-E/B,
Point (6297617.64381413161754608 1834107.23760998249053955),132,MTS_10214,MTS,10214.0,National Av & 40th St,32.69601305,-117.1082812,10214.0,0,,1,N-E/B,
Point (6297489.64374205470085144 1837289.237479567527771),134,MTS_10216,MTS,10216.0,Imperial Av & 40th St,32.70475529,-117.10878242,10216.0,0,,2,M-Street-E/B,
Point (6298635.64309047162532806 1844408.23636490106582642),135,MTS_10219,MTS,10219.0,Home Av & Hixson Av,32.72434645,-117.10524706,10219.0,0,,1,N-E/B,
Point (6298265.64383046329021454 1834106.23761197924613953),136,MTS_10220,MTS,10220.0,National Av & 41st St,32.69602495,-117.106175,10220.0,0,,1,N-E/B,
Point (6298455.64345046877861023 1839695.23726072907447815),137,MTS_10221,MTS,10221.0,Market St & Morrison St,32.71138957,-117.10570654,10221.0,0,,1,N-E/B,
Point (6298764.64381672441959381 1835724.23765681684017181),138,MTS_10223,MTS,10223.0,Ocean View Bl & San Miguel Av,32.70048297,-117.10459622,10223.0,0,,1,N-E/B,
Point (6299037.64228646457195282 1858532.23469164967536926),139,MTS_10224,MTS,10224.0,Adams Av & Biona Dr,32.76317276,-117.10431631,10224.0,0,,1,N-E/B,
Point (6299310.64338088035583496 1839691.23694063723087311),140,MTS_10225,MTS,10225.0,Market St & Denby St,32.71139783,-117.10292696,10225.0,0,,1,N-E/B,
Point (6299224.64355288445949554 1834240.23767206072807312),141,MTS_10227,MTS,10227.0,National Av & San Pasqual St,32.69641482,-117.10306155,10227.0,0,,1,F-W/B,
Point (6299985.643999382853508 1827374.23860880732536316),142,MTS_10228,MTS,10228.0,8th St & F Av,32.67756198,-117.10040606,10228.0,0,,1,F-E/B,
Point (6300213.64288721978664398 1845846.23644164204597473),144,MTS_10230,MTS,10230.0,Home Av & Fairmount Av,32.728334,-117.10015461,10230.0,0,,1,N-E/B,
Point (6300394.64318138360977173 1835700.2377048134803772),145,MTS_10231,MTS,10231.0,Ocean View Bl & Elizabeth St,32.70045362,-117.09929737,10231.0,0,,1,N-E/B,
Point (6300759.64343564212322235 1837010.23738139867782593),146,MTS_10232,MTS,10232.0,Imperial Av & 45th St,32.70406208,-117.0981456,10232.0,0,,0,N-E/B,
Point (6302258.64306230843067169 1834322.23783613741397858),147,MTS_10235,MTS,10235.0,Logan Av & 47th St,32.69670801,-117.09320233,10235.0,0,,1,F-E/B,47log
Point (6302029.64319221675395966 1835669.2377668172121048),148,MTS_10236,MTS,10236.0,Ocean View Bl & 47th St,32.70040491,-117.09398209,10236.0,0,,1,N-E/B,
Point (6302315.64229214191436768 1853521.23552730679512024),150,MTS_10238,MTS,10238.0,University Av & 47th St,32.74947427,-117.09352192,10238.0,0,,1,N-E/B,
Point (6303336.64189055562019348 1853505.23555931448936462),151,MTS_10242,MTS,10242.0,University Av & Estrella Av,32.74945296,-117.09020096,10242.0,0,,1,N-E/B,
Point (6304363.64180505275726318 1856130.2355586439371109),152,MTS_10247,MTS,10247.0,El Cajon Bl & 50th St,32.75669001,-117.08692943,10247.0,0,,1,N-E/B,
Point (6306919.64161430299282074 1856541.23539280891418457),153,MTS_10250,MTS,10250.0,El Cajon Bl & 54th St,32.75787567,-117.07862662,10250.0,0,,0,F-E/B,
Point (6305312.64187555015087128 1853322.23559722304344177),154,MTS_10252,MTS,10252.0,University Av & 52nd St,32.74899361,-117.08376976,10252.0,0,,1,N-E/B,
Point (6305852.64309214055538177 1834707.23805040121078491),157,MTS_10255,MTS,10255.0,Olvera Av & Gwen St,32.69784545,-117.08153072,10255.0,0,,1,N-E/B,
Point (6306590.64128805696964264 1856471.23553280532360077),159,MTS_10257,MTS,10257.0,El Cajon Bl & 54th St,32.7576761,-117.0796949,10257.0,0,,1,N-E/B,elc54
Point (6306626.64154413342475891 1861338.23465706408023834),160,MTS_10258,MTS,10258.0,Montezuma Rd & 54th St,32.77105299,-117.07970378,10258.0,0,,2,N-E/B,
Point (6307030.64270463585853577 1835047.23802655935287476),161,MTS_10259,MTS,10259.0,Olvera Av & San Onofre Ter,32.69880564,-117.07771059,10259.0,0,,1,N-E/B,
Point (6307453.64153055846691132 1856636.23520280420780182),162,MTS_10260,MTS,10260.0,El Cajon Bl & Dayton St,32.75814842,-117.0768922,10260.0,0,,1,F-E/B,elc54
Point (6307334.64209663867950439 1845524.2367575615644455),163,MTS_10261,MTS,10261.0,Grape St & 55th St,32.72760644,-117.07699259,10261.0,0,,0,M-Street-E/B,
Point (6310547.64091996848583221 1857996.23543556034564972),164,MTS_10262,MTS,10262.0,College Av & El Cajon Bl,32.76195317,-117.0668634,10262.0,0,,0,F-N/B,elccol
Point (6307893.6426190584897995 1835240.23796863853931427),165,MTS_10263,MTS,10263.0,Olvera Av & Las Flores Ter,32.69935486,-117.07491048,10263.0,0,,1,N-E/B,
Point (6307805.64246697723865509 1841231.23746955394744873),166,MTS_10264,MTS,10264.0,Roswell St & Kelton Rd,32.71581815,-117.07535066,10264.0,0,,0,N-E/B,
Point (6309131.74152080714702606 1851259.73611330986022949),167,MTS_10266,MTS,10266.0,Streamview Dr & Lynn St,32.7434085,-117.07129631,10266.0,0,,2,F-E/B,
Point (6308934.64217746257781982 1839105.23745647072792053),168,MTS_10267,MTS,10267.0,Market St & Merlin Dr,32.70999972,-117.07162581,10267.0,0,,0,N-E/B,
Point (6309072.64255763590335846 1835982.23812505602836609),169,MTS_10268,MTS,10268.0,Skyline Dr & Radio Dr,32.70141969,-117.07109724,10268.0,0,,1,N-E/B,
Point (6311238.641834557056427 1838968.237730473279953),172,MTS_10273,MTS,10273.0,Imperial Av & 62nd St,32.70967287,-117.06413249,10273.0,0,,1,M-Street-E/B,imp62
Point (6311227.6408722996711731 1861068.23519706726074219),173,MTS_10274,MTS,10274.0,Montezuma Rd & 63rd St,32.77041066,-117.06472964,10274.0,0,,1,N-E/B,
Point (6311723.64184880256652832 1839039.23791655898094177),174,MTS_10276,MTS,10276.0,Imperial Av & 63rd St,32.7098784,-117.06255766,10276.0,0,,1,N-E/B,
Point (6312208.64120689034461975 1851447.2363944798707962),176,MTS_10278,MTS,10278.0,Streamview Dr & Hasty Dr,32.74399002,-117.06129489,10278.0,0,,1,N-E/B,
Point (6312763.6420653909444809 1835884.23832106590270996),178,MTS_10280,MTS,10280.0,Skyline Dr & Detroit Pl,32.70122966,-117.05909725,10280.0,0,,1,N-E/B,
Point (6313493.64027729630470276 1860563.23522281646728516),179,MTS_10284,MTS,10284.0,Montezuma Rd & Reservoir Dr,32.76907119,-117.05734556,10284.0,0,,1,M-Street-E/B,
Point (6313854.6415238082408905 1839328.23766665160655975),180,MTS_10286,MTS,10286.0,Imperial Av & Woodman St,32.71071811,-117.05563748,10286.0,0,,1,M-Street-E/B,
Point (6313903.64175388216972351 1835854.23838105797767639),181,MTS_10287,MTS,10287.0,Skyline Dr & Woodman St,32.70117147,-117.05539095,10287.0,0,,1,N-E/B,woosky
Point (6314528.64050388336181641 1855519.23612447082996368),182,MTS_10288,MTS,10288.0,University Av & Aragon Dr,32.7552306,-117.05385222,10288.0,0,,1,F-E/B,
Point (6314371.64048980176448822 1860217.23525863885879517),183,MTS_10290,MTS,10290.0,El Cajon Bl & Montezuma Rd,32.76813892,-117.05448076,10290.0,0,,1,M-Street-E/B,
Point (6315181.64116638898849487 1839513.2379528135061264),184,MTS_10291,MTS,10291.0,Imperial Av & 68th St,32.71125466,-117.05132825,10291.0,0,,1,N-E/B,
Point (6315733.64137472212314606 1839708.23789089918136597),185,MTS_10292,MTS,10292.0,Imperial Av & 69th St,32.71180223,-117.04953865,10292.0,0,,1,N-E/B,
Point (6315693.64145472645759583 1836330.23841330409049988),186,MTS_10293,MTS,10293.0,Skyline Dr & 69th St,32.70251753,-117.04958447,10293.0,0,,1,N-E/B,
Point (6315828.64052855968475342 1855450.23593439161777496),187,MTS_10294,MTS,10294.0,University Av & 69th St,32.75506844,-117.04962229,10294.0,0,,1,N-E/B,uni69t
Point (6317120.64155347645282745 1836404.23826530575752258),188,MTS_10296,MTS,10296.0,Skyline Dr & Buccaneer Dr,32.7027509,-117.0449478,10296.0,0,,1,N-E/B,
Point (6317736.64130571484565735 1836550.23830139636993408),189,MTS_10299,MTS,10299.0,Skyline Dr & Sychar Rd,32.70316505,-117.04294908,10299.0,0,,1,N-E/B,
Point (6318650.63980580866336823 1860399.23555080592632294),190,MTS_10303,MTS,10303.0,El Cajon Bl & 73rd St,32.76872907,-117.04056588,10303.0,0,,1,N-E/B,elc73
Point (6319443.63986021280288696 1860358.23563280701637268),191,MTS_10306,MTS,10306.0,El Cajon Bl & Jessie Av,32.76863289,-117.03798527,10306.0,0,,1,N-E/B,
Point (6319470.64111855626106262 1836433.23853538930416107),192,MTS_10307,MTS,10307.0,Skyline Dr & Siena St,32.70287961,-117.03730975,10307.0,0,,1,N-E/B,
Point (6319577.64024838805198669 1856270.23626288771629333),193,MTS_10308,MTS,10308.0,University Av & Lowell St,32.75740049,-117.03744894,10308.0,0,,1,N-E/B,
Point (6320793.63978488743305206 1860190.23564073443412781),194,MTS_10310,MTS,10310.0,El Cajon Bl & Parks Av,32.76819913,-117.03358965,10310.0,0,,1,F-E/B,
Point (6321134.64074330031871796 1840964.23833164572715759),196,MTS_10312,MTS,10312.0,Jamacha Rd & Glencoe Dr,32.71536671,-117.03201132,10312.0,0,,1,M-Street-E/B,
Point (6321545.63992130756378174 1850832.23696830868721008),197,MTS_10313,MTS,10313.0,Main St & Broadway (Lemon Grove Depot),32.74249573,-117.03091544,10313.0,0,,2,N-N/B,brotro
Point (6321754.63950330018997192 1857912.2359316498041153),198,MTS_10314,MTS,10314.0,University Av & Maple Av,32.76195824,-117.0304081,10314.0,0,,1,N-E/B,
Point (6322802.63970388472080231 1858700.2359960675239563),200,MTS_10317,MTS,10317.0,University Av & La Mesa Bl,32.76414544,-117.02701835,10317.0,0,,1,M-Street-E/B,
Point (6323209.6405303031206131 1834512.23909656703472137),201,MTS_10318,MTS,10318.0,Paradise Valley Rd & Meadowbrook Dr,32.69767706,-117.02510955,10318.0,0,,1,M-Street-E/B,
Point (6322953.64038613438606262 1841743.23808597028255463),202,MTS_10319,MTS,10319.0,Jamacha Rd & Cardiff St,32.71754502,-117.02611659,10319.0,0,,1,N-E/B,carjam
Point (6323412.63946813344955444 1859289.23613040149211884),203,MTS_10320,MTS,10320.0,University Av & Allison Av,32.76577668,-117.02504838,10320.0,0,,1,N-E/B,
Point (6323292.64069238305091858 1839780.23807497322559357),204,MTS_10321,MTS,10321.0,San Vicente St & Cardiff St,32.71215697,-117.02496704,10321.0,0,,2,M-Street-E/B,
Point (6324498.63926464319229126 1859349.23601038753986359),206,MTS_10324,MTS,10324.0,Allison Av & Spring St,32.76596372,-117.02151721,10324.0,0,,1,N-E/B,lamtre
Point (6325091.63906288146972656 1859327.23605439066886902),208,MTS_10326,MTS,10326.0,Allison Av & Palm Av,32.7659153,-117.01958773,10326.0,0,,1,N-E/B,allpal
Point (6326375.63879147171974182 1860005.23601073026657104),209,MTS_10328,MTS,10328.0,La Mesa Bl & University Av,32.76780465,-117.01542724,10328.0,0,,1,N-N/B,
Point (6327040.64008612930774689 1840506.23826339840888977),210,MTS_10330,MTS,10330.0,Sweetwater Rd & Jamacha Rd,32.71422822,-117.01279998,10330.0,0,,1,F-S/B,
Point (6327739.63868813216686249 1860555.23622305691242218),211,MTS_10331,MTS,10331.0,La Mesa Bl & Glen St,32.76934368,-117.01100328,10331.0,0,,1,N-E/B,
Point (6328509.63878855109214783 1860943.23610322177410126),213,MTS_10333,MTS,10333.0,La Mesa Bl & Jackson Dr,32.77042545,-117.00850765,10333.0,0,,1,N-E/B,
Point (6329272.63857488334178925 1861621.23605956137180328),215,MTS_10336,MTS,10336.0,La Mesa Bl & Garfield St,32.77230406,-117.00604158,10336.0,0,,1,N-E/B,
Point (6273161.645482137799263 1857331.23348473012447357),263,MTS_10433,MTS,10433.0,Hotel Circle S & I-8 West (Ramp),32.75926063,-117.1884487,10433.0,0,,2,N-E/B,
Point (6278746.64481081068515778 1853819.23427514731884003),275,MTS_10452,MTS,10452.0,Washington St & Falcon St,32.74974541,-117.17018218,10452.0,0,,1,F-E/B,
Point (6279056.64550313353538513 1841400.23581922054290771),276,MTS_10454,MTS,10454.0,Broadway & Kettner Bl,32.71562174,-117.16881806,10454.0,0,broket,1,F-E/B,broket
Point (6279322.64497113227844238 1853815.23395505547523499),277,MTS_10456,MTS,10456.0,Washington St & Dove St,32.74974837,-117.16830878,10456.0,0,,1,F-E/B,wasdov
Point (6281175.64487405121326447 1853819.23427514731884003),283,MTS_10468,MTS,10468.0,Washington St & 4th Av,32.74980407,-117.1622825,10468.0,0,,1,N-E/B,
Point (6282129.64526264369487762 1839850.23596647381782532),285,MTS_10474,MTS,10474.0,Market St & 6th Av,32.71143589,-117.15878387,10474.0,0,,1,F-E/B,
Point (6282201.64479056000709534 1853251.23442690074443817),289,MTS_10478,MTS,10478.0,University Av & 7th Av,32.74826766,-117.15892959,10478.0,0,,1,N-E/B,uni6th
Point (6284335.64511571824550629 1840238.23584663867950439),297,MTS_10487,MTS,10487.0,G St & 14th St,32.71255487,-117.15162346,10487.0,0,,1,F-E/B,
Point (6284373.64503972232341766 1839836.23599447309970856),298,MTS_10488,MTS,10488.0,Market St & 14th St,32.71145095,-117.15148863,10488.0,0,,1,F-E/B,
Point (6284829.64511196315288544 1841377.23619331419467926),299,MTS_10489,MTS,10489.0,Broadway & 15th St,32.71569692,-117.15004949,10489.0,0,,1,F-E/B,15bro
Point (6285273.64422397315502167 1853255.23474697768688202),301,MTS_10494,MTS,10494.0,University Av & Herbert St,32.74835185,-117.14893899,10494.0,0,,1,F-E/B,
Point (6285937.64519254863262177 1837916.23655363917350769),305,MTS_10499,MTS,10499.0,Imperial Av & 19th St,32.70621126,-117.14635067,10499.0,0,,1,F-E/B,
Point (6286114.64483855664730072 1836526.23670898377895355),307,MTS_10501,MTS,10501.0,Logan Av & Beardsley St,32.7023953,-117.14573649,10501.0,0,,1,F-E/B,
Point (6286287.64383639395236969 1855709.23443214595317841),308,MTS_10502,MTS,10502.0,El Cajon Bl & Park Bl,32.75512019,-117.14570983,10502.0,0,,1,M-Street-E/B,
Point (6286776.64482688903808594 1839820.23635455965995789),309,MTS_10503,MTS,10503.0,Market St & 22nd St,32.71146383,-117.14367644,10503.0,0,,1,F-E/B,
Point (6286771.64450880885124207 1841374.23619930446147919),310,MTS_10504,MTS,10504.0,Broadway & 22nd St,32.71573459,-117.14373599,10504.0,0,,1,F-E/B,
Point (6286987.64374871551990509 1858356.23405939340591431),313,MTS_10507,MTS,10507.0,Adams Av & Florida St,32.76241147,-117.1435069,10507.0,0,,1,F-E/B,
Point (6287126.64511114358901978 1835688.23674456775188446),314,MTS_10510,MTS,10510.0,Logan Av & Cesar E Chavez Pkwy (Chicano Park),32.70011607,-117.14242367,10510.0,0,,1,F-E/B,
