from_node,to_node,distance,travel_time,link_type,route_id,route_type
10665,10673,0.15534275,18.64113,0,[1],3
10673,10665,0.15534275,18.64113,0,[1],3
10673,10679,0.169634283,20.35611396,0,[1],3
10679,10673,0.169634283,20.35611396,0,[1],3
10679,10682,0.096933876,11.63206512,0,[1],3
10682,10679,0.096933876,11.63206512,0,[1],3
10682,10688,0.160313718,19.23764616,0,[1],3
10688,10682,0.160313718,19.23764616,0,[1],3
10688,10290,0.098176618,11.78119416,0,[1],3
10290,10688,0.098176618,11.78119416,0,[1],3
10290,10691,0.137944362,16.55332344,0,[1],3
10691,10290,0.137944362,16.55332344,0,[1],3
10691,10697,0.151614524,18.19374288,0,[1],3
10697,10691,0.151614524,18.19374288,0,[1],3
10697,10303,0.219343963,26.32127556,0,[1],3
10303,10697,0.219343963,26.32127556,0,[1],3
10303,10306,0.094448392,11.33380704,0,[1],3
10306,10303,0.094448392,11.33380704,0,[1],3
10306,10310,0.163420573,19.61046876,0,[1],3
10310,10306,0.163420573,19.61046876,0,[1],3
10310,12240,0.149750411,17.97004932,0,[1],3
12240,10310,0.149750411,17.97004932,0,[1],3
12240,13161,0.11806049,14.1672588,0,[1],3
13161,12240,0.11806049,14.1672588,0,[1],3
13161,10320,0.132352023,15.88224276,0,[1],3
10320,13161,0.132352023,15.88224276,0,[1],3
10320,13410,0.278995579,33.47946948,0,"[1, 852]",3
13410,10320,0.278995579,33.47946948,0,"[1, 852]",3
11412,11033,0.113089522,13.57074264,0,[1],3
11033,11412,0.113089522,13.57074264,0,[1],3
11033,11406,0.065243955,7.8292746,0,[1],3
11406,11033,0.065243955,7.8292746,0,[1],3
11406,11399,0.120545974,14.46551688,0,[1],3
11399,11406,0.120545974,14.46551688,0,[1],3
11399,11025,0.096312505,11.5575006,0,[1],3
11025,11399,0.096312505,11.5575006,0,[1],3
11025,11389,0.085749198,10.28990376,0,[1],3
11389,11025,0.085749198,10.28990376,0,[1],3
11389,11013,0.121788716,14.61464592,0,[1],3
11013,11389,0.121788716,14.61464592,0,[1],3
11013,11010,0.080156859,9.61882308,0,[1],3
11010,11013,0.080156859,9.61882308,0,[1],3
11010,11377,0.09320565,11.184678,0,[1],3
11377,11010,0.09320565,11.184678,0,[1],3
11377,88980,0.144158072,17.29896864,0,[1],3
88980,11377,0.144158072,17.29896864,0,[1],3
88980,10607,0.09941936,11.9303232,0,[1],3
10607,88980,0.09941936,11.9303232,0,[1],3
10607,11369,0.09320565,11.184678,0,[1],3
11369,10607,0.09320565,11.184678,0,[1],3
11369,11364,0.083263714,9.99164568,0,[1],3
11364,11369,0.083263714,9.99164568,0,[1],3
11364,10986,0.078292746,9.39512952,0,[1],3
10986,11364,0.078292746,9.39512952,0,[1],3
10986,11355,0.090720166,10.88641992,0,[1],3
11355,10986,0.090720166,10.88641992,0,[1],3
11355,11351,0.078914117,9.46969404,0,[1],3
11351,11355,0.078914117,9.46969404,0,[1],3
11351,13484,0.091341537,10.96098444,0,[1],3
13484,11351,0.091341537,10.96098444,0,[1],3
13484,11344,0.087613311,10.51359732,0,[1],3
11344,13484,0.087613311,10.51359732,0,[1],3
11344,10960,0.076428633,9.17143596,0,[1],3
10960,11344,0.076428633,9.17143596,0,[1],3
10960,11333,0.096933876,11.63206512,0,[1],3
11333,10960,0.096933876,11.63206512,0,[1],3
11333,11329,0.058408874,7.00906488,0,[1],3
11329,11333,0.058408874,7.00906488,0,[1],3
11329,10942,0.148507669,17.82092028,0,[1],3
10942,11329,0.148507669,17.82092028,0,[1],3
10942,11303,0.22369356,26.8432272,0,[1],3
11303,10942,0.22369356,26.8432272,0,[1],3
11303,11296,0.090720166,10.88641992,0,[1],3
11296,11303,0.090720166,10.88641992,0,[1],3
11296,11290,0.082642343,9.91708116,0,"[1, 6]",3
11290,11296,0.082642343,9.91708116,0,"[1, 6]",3
11290,13430,0.076428633,9.17143596,0,"[1, 6]",3
13430,11290,0.076428633,9.17143596,0,"[1, 6]",3
13430,10894,0.131109281,15.73311372,0,"[1, 6]",3
10894,13430,0.131109281,15.73311372,0,"[1, 6]",3
10894,11270,0.158449605,19.0139526,0,[1],3
11270,10894,0.158449605,19.0139526,0,[1],3
11270,11671,0.184547187,22.14566244,0,[1],3
11671,11270,0.184547187,22.14566244,0,[1],3
11671,11670,0.054680648,6.56167776,0,"[1, 11]",3
11670,11671,0.054680648,6.56167776,0,"[1, 11]",3
11670,11675,0.170255654,20.43067848,0,"[1, 11]",3
11675,11670,0.170255654,20.43067848,0,"[1, 11]",3
11675,10865,0.114953635,13.7944362,0,"[1, 11]",3
10865,11675,0.114953635,13.7944362,0,"[1, 11]",3
10865,10862,0.065865326,7.90383912,0,"[1, 11]",3
10862,10865,0.065865326,7.90383912,0,"[1, 11]",3
10862,11254,0.096312505,11.5575006,0,"[1, 11]",3
11254,10862,0.096312505,11.5575006,0,"[1, 11]",3
11254,10852,0.086370569,10.36446828,0,"[1, 10, 11]",3
10852,11254,0.086370569,10.36446828,0,"[1, 10, 11]",3
10852,10847,0.069593552,8.35122624,0,"[1, 11]",3
10847,10852,0.069593552,8.35122624,0,"[1, 11]",3
10847,11225,1.406162573,168.7395088,0,[1],3
11225,10847,1.406162573,168.7395088,0,[1],3
13410,13170,0.193867752,23.26413024,0,[1],3
13170,13410,0.193867752,23.26413024,0,[1],3
13170,11461,0.090098795,10.8118554,0,[1],3
11461,13170,0.090098795,10.8118554,0,[1],3
11461,11080,0.078292746,9.39512952,0,[1],3
11080,11461,0.078292746,9.39512952,0,[1],3
11080,11079,0.164663315,19.7595978,0,[1],3
11079,11080,0.164663315,19.7595978,0,[1],3
11079,11065,0.159070976,19.08851712,0,[1],3
11065,11079,0.159070976,19.08851712,0,[1],3
11065,11445,0.095691134,11.48293608,0,[1],3
11445,11065,0.095691134,11.48293608,0,[1],3
11445,11438,0.243577432,29.22929184,0,[1],3
11438,11445,0.243577432,29.22929184,0,[1],3
11438,11053,0.188275413,22.59304956,0,"[1, 14]",3
11053,11438,0.188275413,22.59304956,0,"[1, 14]",3
11053,11049,0.17398388,20.8780656,0,[1],3
11049,11053,0.17398388,20.8780656,0,[1],3
11049,11044,0.157206863,18.86482356,0,[1],3
11044,11049,0.157206863,18.86482356,0,[1],3
11044,11418,0.136080249,16.32962988,0,[1],3
11418,11044,0.136080249,16.32962988,0,[1],3
11418,11412,0.169012912,20.28154944,0,[1],3
11412,11418,0.169012912,20.28154944,0,[1],3
12012,10094,0.176469364,21.17632368,0,"[2, 110, 7]",3
10094,12012,0.176469364,21.17632368,0,"[2, 110, 7]",3
10094,10099,0.095069763,11.40837156,0,"[992, 929, 2, 901, 7, 110, 923]",3
10099,10094,0.095069763,11.40837156,0,"[992, 929, 2, 901, 7, 110, 923]",3
10099,13315,0.103147586,12.37771032,0,"[992, 929, 2, 901, 7, 110]",3
13315,10099,0.103147586,12.37771032,0,"[992, 929, 2, 901, 7, 110]",3
13315,10109,0.094448392,11.33380704,0,[2],3
10109,13315,0.094448392,11.33380704,0,[2],3
10109,10489,0.143536701,17.22440412,0,[2],3
10489,10109,0.143536701,17.22440412,0,[2],3
10489,10119,0.148507669,17.82092028,0,[2],3
10119,10489,0.148507669,17.82092028,0,[2],3
10119,10504,0.080156859,9.61882308,0,[2],3
10504,10119,0.080156859,9.61882308,0,[2],3
10504,10134,0.107497183,12.89966196,0,[2],3
10134,10504,0.107497183,12.89966196,0,[2],3
10134,10138,0.134216136,16.10593632,0,[2],3
10138,10134,0.134216136,16.10593632,0,[2],3
10138,10532,0.088856053,10.66272636,0,[2],3
10532,10138,0.088856053,10.66272636,0,[2],3
10532,10148,0.05592339,6.7108068,0,[2],3
10148,10532,0.05592339,6.7108068,0,[2],3
10148,10166,0.141051217,16.92614604,0,[2],3
10166,10148,0.141051217,16.92614604,0,[2],3
10166,13532,0.113089522,13.57074264,0,[2],3
13532,10166,0.113089522,13.57074264,0,[2],3
13532,11300,0.11806049,14.1672588,0,[2],3
11300,13532,0.11806049,14.1672588,0,[2],3
11300,12818,0.164041944,19.68503328,0,[2],3
12818,11300,0.164041944,19.68503328,0,[2],3
12818,12474,0.075185891,9.02230692,0,[2],3
12474,12818,0.075185891,9.02230692,0,[2],3
12474,12828,0.170255654,20.43067848,0,[2],3
12828,12474,0.170255654,20.43067848,0,[2],3
12828,12830,0.332433485,39.8920182,0,[2],3
12830,12828,0.332433485,39.8920182,0,[2],3
12830,10924,0.160935089,19.31221068,0,[2],3
10924,12830,0.160935089,19.31221068,0,[2],3
10924,12478,0.143536701,17.22440412,0,[2],3
12478,10924,0.143536701,17.22440412,0,[2],3
12478,12479,0.133594765,16.0313718,0,[2],3
12479,12478,0.133594765,16.0313718,0,[2],3
12479,12824,0.06835081,8.2020972,0,[2],3
12824,12479,0.06835081,8.2020972,0,[2],3
12824,12819,0.156585492,18.79025904,0,"[2, 6]",3
12819,12824,0.156585492,18.79025904,0,"[2, 6]",3
12819,12475,0.063379842,7.60558104,0,"[2, 6]",3
12475,12819,0.063379842,7.60558104,0,"[2, 6]",3
12475,12476,0.042874599,5.14495188,0,[2],3
12476,12475,0.042874599,5.14495188,0,[2],3
12476,12822,0.192003639,23.04043668,0,[2],3
12822,12476,0.192003639,23.04043668,0,[2],3
12822,12089,0.251033884,30.12406608,0,[2],3
12089,12822,0.251033884,30.12406608,0,[2],3
12089,12086,0.15534275,18.64113,0,[2],3
12086,12089,0.15534275,18.64113,0,[2],3
12086,11692,0.145400814,17.44809768,0,[2],3
11692,12086,0.145400814,17.44809768,0,[2],3
11692,12084,0.057787503,6.93450036,0,[2],3
12084,11692,0.057787503,6.93450036,0,[2],3
12084,12082,0.095069763,11.40837156,0,"[2, 6]",3
12082,12084,0.095069763,11.40837156,0,"[2, 6]",3
12082,11693,0.144158072,17.29896864,0,"[2, 6]",3
11693,12082,0.144158072,17.29896864,0,"[2, 6]",3
11693,12093,0.064001213,7.68014556,0,[2],3
12093,11693,0.064001213,7.68014556,0,[2],3
12093,12091,0.135458878,16.25506536,0,[2],3
12091,12093,0.135458878,16.25506536,0,[2],3
12091,10162,0.146022185,17.5226622,0,[2],3
10162,12091,0.146022185,17.5226622,0,[2],3
10162,11697,0.159070976,19.08851712,0,[2],3
11697,10162,0.159070976,19.08851712,0,[2],3
11697,12096,0.328705259,39.44463108,0,[2],3
12096,11697,0.328705259,39.44463108,0,[2],3
12096,11696,0.201945575,24.233469,0,[2],3
11696,12096,0.201945575,24.233469,0,[2],3
11696,12099,0.103147586,12.37771032,0,[2],3
12099,11696,0.103147586,12.37771032,0,[2],3
12099,10167,0.108739925,13.048791,0,[2],3
10167,12099,0.108739925,13.048791,0,[2],3
10167,13533,0.116817748,14.01812976,0,[2],3
13533,10167,0.116817748,14.01812976,0,[2],3
13533,11694,0.070214923,8.42579076,0,[2],3
11694,13533,0.070214923,8.42579076,0,[2],3
11694,11288,0.172741138,20.72893656,0,[2],3
11288,11694,0.172741138,20.72893656,0,[2],3
11288,10904,0.063379842,7.60558104,0,[2],3
10904,11288,0.063379842,7.60558104,0,[2],3
10904,11280,0.092584279,11.11011348,0,[2],3
11280,10904,0.092584279,11.11011348,0,[2],3
11280,11684,0.098797989,11.85575868,0,[2],3
11684,11280,0.098797989,11.85575868,0,[2],3
11684,10878,0.142293959,17.07527508,0,[2],3
10878,11684,0.142293959,17.07527508,0,[2],3
10878,10873,0.065865326,7.90383912,0,[2],3
10873,10878,0.065865326,7.90383912,0,[2],3
10873,10863,0.164041944,19.68503328,0,[2],3
10863,10873,0.164041944,19.68503328,0,[2],3
10863,99342,0.139808475,16.777017,0,[2],3
99342,10863,0.139808475,16.777017,0,[2],3
99342,13311,0.11806049,14.1672588,0,"[992, 2]",3
13311,99342,0.11806049,14.1672588,0,"[992, 2]",3
13311,13312,0.098797989,11.85575868,0,"[992, 929, 2, 901, 7, 110, 923]",3
13312,13311,0.098797989,11.85575868,0,"[992, 929, 2, 901, 7, 110, 923]",3
13312,10840,0.131109281,15.73311372,0,"[2, 7]",3
10840,13312,0.131109281,15.73311372,0,"[2, 7]",3
10840,10839,0.081399601,9.76795212,0,[2],3
10839,10840,0.081399601,9.76795212,0,[2],3
70024,12166,0.100040731,12.00488772,0,[3],3
12166,70024,0.100040731,12.00488772,0,[3],3
12166,91043,0.070836294,8.50035528,0,"[3, 4, 13]",3
91043,12166,0.070836294,8.50035528,0,"[3, 4, 13]",3
91043,12165,0.144779443,17.37353316,0,"[3, 13]",3
12165,91043,0.144779443,17.37353316,0,"[3, 13]",3
12165,12164,0.167148799,20.05785588,0,"[3, 13]",3
12164,12165,0.167148799,20.05785588,0,"[3, 13]",3
12164,11749,0.083885085,10.0662102,0,"[3, 13]",3
11749,12164,0.083885085,10.0662102,0,"[3, 13]",3
11749,11382,0.101904844,12.22858128,0,[3],3
11382,11749,0.101904844,12.22858128,0,[3],3
11382,11000,0.150371782,18.04461384,0,"[3, 12]",3
11000,11382,0.150371782,18.04461384,0,"[3, 12]",3
11000,12878,0.131109281,15.73311372,0,[3],3
12878,11000,0.131109281,15.73311372,0,[3],3
12878,12879,0.064001213,7.68014556,0,"[3, 955]",3
12879,12878,0.064001213,7.68014556,0,"[3, 955]",3
12879,91106,0.128002426,15.36029112,0,[3],3
91106,12879,0.128002426,15.36029112,0,[3],3
91106,11365,0.111225409,13.34704908,0,[3],3
11365,91106,0.111225409,13.34704908,0,[3],3
11365,10982,0.098797989,11.85575868,0,[3],3
10982,11365,0.098797989,11.85575868,0,[3],3
10982,11353,0.115575006,13.86900072,0,[3],3
11353,10982,0.115575006,13.86900072,0,[3],3
11353,11346,0.157828234,18.93938808,0,[3],3
11346,11353,0.157828234,18.93938808,0,[3],3
11346,10962,0.064622584,7.75471008,0,[3],3
10962,11346,0.064622584,7.75471008,0,[3],3
10962,10956,0.077671375,9.320565,0,[3],3
10956,10962,0.077671375,9.320565,0,[3],3
10956,10949,0.154100008,18.49200096,0,[3],3
10949,10956,0.154100008,18.49200096,0,[3],3
10949,11324,0.092584279,11.11011348,0,[3],3
11324,10949,0.092584279,11.11011348,0,[3],3
11324,11319,0.134216136,16.10593632,0,[3],3
11319,11324,0.134216136,16.10593632,0,[3],3
11319,11310,0.092584279,11.11011348,0,[3],3
11310,11319,0.092584279,11.11011348,0,[3],3
11310,10925,0.140429846,16.85158152,0,[3],3
10925,11310,0.140429846,16.85158152,0,[3],3
10925,10918,0.078292746,9.39512952,0,[3],3
10918,10925,0.078292746,9.39512952,0,[3],3
10918,10912,0.080156859,9.61882308,0,[3],3
10912,10918,0.080156859,9.61882308,0,[3],3
10912,10907,0.067729439,8.12753268,0,[3],3
10907,10912,0.067729439,8.12753268,0,[3],3
10907,10893,0.156585492,18.79025904,0,[3],3
10893,10907,0.156585492,18.79025904,0,[3],3
10893,10890,0.045360083,5.44320996,0,[3],3
10890,10893,0.045360083,5.44320996,0,[3],3
10890,12464,0.063379842,7.60558104,0,[3],3
12464,10890,0.063379842,7.60558104,0,[3],3
12464,12465,0.095069763,11.40837156,0,[3],3
12465,12464,0.095069763,11.40837156,0,[3],3
12465,12466,0.090098795,10.8118554,0,[3],3
12466,12465,0.090098795,10.8118554,0,[3],3
12466,11275,0.06835081,8.2020972,0,[3],3
11275,12466,0.06835081,8.2020972,0,[3],3
11275,11264,0.124895571,14.98746852,0,"[3, 5]",3
11264,11275,0.124895571,14.98746852,0,"[3, 5]",3
11264,11263,0.067729439,8.12753268,0,"[3, 5]",3
11263,11264,0.067729439,8.12753268,0,"[3, 5]",3
11263,10866,0.111225409,13.34704908,0,"[3, 5]",3
10866,11263,0.111225409,13.34704908,0,"[3, 5]",3
10866,11256,0.109982667,13.19792004,0,"[3, 5]",3
11256,10866,0.109982667,13.19792004,0,"[3, 5]",3
11256,10858,0.068972181,8.27666172,0,"[3, 5]",3
10858,11256,0.068972181,8.27666172,0,"[3, 5]",3
10858,10856,0.039146373,4.69756476,0,[3],3
10856,10858,0.039146373,4.69756476,0,[3],3
10856,10848,0.067729439,8.12753268,0,[3],3
10848,10856,0.067729439,8.12753268,0,[3],3
10848,10846,0.070836294,8.50035528,0,[3],3
10846,10848,0.070836294,8.50035528,0,[3],3
10846,12425,0.093827021,11.25924252,0,[3],3
12425,10846,0.093827021,11.25924252,0,[3],3
12425,12426,0.123652829,14.83833948,0,[3],3
12426,12425,0.123652829,14.83833948,0,[3],3
12426,12434,0.039767744,4.77212928,0,"[120, 3]",3
12434,12426,0.039767744,4.77212928,0,"[120, 3]",3
12434,12765,0.062758471,7.53101652,0,[3],3
12765,12434,0.062758471,7.53101652,0,[3],3
12765,12766,0.138565733,16.62788796,0,[3],3
12766,12765,0.138565733,16.62788796,0,[3],3
12766,12427,0.114332264,13.71987168,0,[3],3
12427,12766,0.114332264,13.71987168,0,[3],3
12427,12771,0.150993153,18.11917836,0,[3],3
12771,12427,0.150993153,18.11917836,0,[3],3
12771,12770,0.089477424,10.73729088,0,[3],3
12770,12771,0.089477424,10.73729088,0,[3],3
12770,12767,0.084506456,10.14077472,0,[3],3
12767,12770,0.084506456,10.14077472,0,[3],3
12767,12772,0.095691134,11.48293608,0,[3],3
12772,12767,0.095691134,11.48293608,0,[3],3
12772,12439,0.131109281,15.73311372,0,[3],3
12439,12772,0.131109281,15.73311372,0,[3],3
12439,12773,0.173362509,20.80350108,0,[3],3
12773,12439,0.173362509,20.80350108,0,[3],3
12773,12429,0.101283473,12.15401676,0,[3],3
12429,12773,0.101283473,12.15401676,0,[3],3
12429,12432,0.078292746,9.39512952,0,[3],3
12432,12429,0.078292746,9.39512952,0,[3],3
12432,12430,0.146643556,17.59722672,0,[3],3
12430,12432,0.146643556,17.59722672,0,[3],3
12430,11243,0.088856053,10.66272636,0,[3],3
11243,12430,0.088856053,10.66272636,0,[3],3
11243,11236,0.064622584,7.75471008,0,[3],3
11236,11243,0.064622584,7.75471008,0,[3],3
11236,12009,0.251655255,30.1986306,0,[3],3
12009,11236,0.251655255,30.1986306,0,[3],3
12009,10468,0.250412513,30.04950156,0,[3],3
10468,12009,0.250412513,30.04950156,0,[3],3
10468,12027,0.116817748,14.01812976,0,[3],3
12027,10468,0.116817748,14.01812976,0,[3],3
12027,12025,0.049088309,5.89059708,0,[3],3
12025,12027,0.049088309,5.89059708,0,[3],3
12025,12028,0.148507669,17.82092028,0,[3],3
12028,12025,0.148507669,17.82092028,0,[3],3
12028,12041,0.11806049,14.1672588,0,[3],3
12041,12028,0.11806049,14.1672588,0,[3],3
12041,11645,0.075807262,9.09687144,0,[3],3
11645,12041,0.075807262,9.09687144,0,[3],3
11645,12037,0.088234682,10.58816184,0,[3],3
12037,11645,0.088234682,10.58816184,0,[3],3
12037,12040,0.150993153,18.11917836,0,[3],3
12040,12037,0.150993153,18.11917836,0,[3],3
12040,11644,0.073943149,8.87317788,0,[3],3
11644,12040,0.073943149,8.87317788,0,[3],3
11644,12042,0.106254441,12.75053292,0,[3],3
12042,11644,0.106254441,12.75053292,0,[3],3
12042,12039,0.088856053,10.66272636,0,[3],3
12039,12042,0.088856053,10.66272636,0,[3],3
12039,11643,0.072079036,8.64948432,0,[3],3
11643,12039,0.072079036,8.64948432,0,[3],3
11643,11642,0.089477424,10.73729088,0,[3],3
11642,11643,0.089477424,10.73729088,0,[3],3
11642,12032,0.062758471,7.53101652,0,[3],3
12032,11642,0.062758471,7.53101652,0,[3],3
12032,12035,0.093827021,11.25924252,0,[3],3
12035,12032,0.093827021,11.25924252,0,[3],3
12035,12036,0.098176618,11.78119416,0,[3],3
12036,12035,0.098176618,11.78119416,0,[3],3
12036,12034,0.209402027,25.12824324,0,[3],3
12034,12036,0.209402027,25.12824324,0,[3],3
12034,10474,0.119303232,14.31638784,0,[3],3
10474,12034,0.119303232,14.31638784,0,[3],3
10474,10105,0.108118554,12.97422648,0,[3],3
10105,10474,0.108118554,12.97422648,0,[3],3
10105,10108,0.065243955,7.8292746,0,[3],3
10108,10105,0.065243955,7.8292746,0,[3],3
10108,10488,0.090720166,10.88641992,0,"[3, 5]",3
10488,10108,0.090720166,10.88641992,0,"[3, 5]",3
10488,10116,0.06835081,8.2020972,0,"[3, 5]",3
10116,10488,0.06835081,8.2020972,0,"[3, 5]",3
10116,10118,0.09941936,11.9303232,0,"[3, 5]",3
10118,10116,0.09941936,11.9303232,0,"[3, 5]",3
10118,10503,0.114953635,13.7944362,0,"[3, 5]",3
10503,10118,0.114953635,13.7944362,0,"[3, 5]",3
10503,10133,0.118681861,14.24182332,0,"[3, 5]",3
10133,10503,0.118681861,14.24182332,0,"[3, 5]",3
10133,12076,0.106254441,12.75053292,0,[3],3
12076,10133,0.106254441,12.75053292,0,[3],3
12076,11682,0.117439119,14.09269428,0,[3],3
11682,12076,0.117439119,14.09269428,0,[3],3
11682,10516,0.067108068,8.05296816,0,[3],3
10516,11682,0.067108068,8.05296816,0,[3],3
10516,99345,0.066486697,7.97840364,0,[3],3
99345,10516,0.066486697,7.97840364,0,[3],3
99345,10145,0.137944362,16.55332344,0,[3],3
10145,99345,0.137944362,16.55332344,0,[3],3
10145,10535,0.09320565,11.184678,0,[3],3
10535,10145,0.09320565,11.184678,0,[3],3
10535,10163,0.131109281,15.73311372,0,[3],3
10163,10535,0.131109281,15.73311372,0,[3],3
10163,10177,0.153478637,18.41743644,0,[3],3
10177,10163,0.153478637,18.41743644,0,[3],3
10177,10186,0.098176618,11.78119416,0,[3],3
10186,10177,0.098176618,11.78119416,0,[3],3
10186,10568,0.159692347,19.16308164,0,[3],3
10568,10186,0.159692347,19.16308164,0,[3],3
10568,10570,0.063379842,7.60558104,0,[3],3
10570,10568,0.063379842,7.60558104,0,[3],3
10570,10206,0.141672588,17.00071056,0,[3],3
10206,10570,0.141672588,17.00071056,0,[3],3
10206,10582,0.091341537,10.96098444,0,[3],3
10582,10206,0.091341537,10.96098444,0,[3],3
10582,13460,0.096312505,11.5575006,0,[3],3
13460,10582,0.096312505,11.5575006,0,[3],3
13460,10223,0.114332264,13.71987168,0,[3],3
10223,13460,0.114332264,13.71987168,0,[3],3
10223,10603,0.096312505,11.5575006,0,[3],3
10603,10223,0.096312505,11.5575006,0,[3],3
10603,10231,0.095069763,11.40837156,0,[3],3
10231,10603,0.095069763,11.40837156,0,[3],3
10231,13013,0.111225409,13.34704908,0,[3],3
13013,10231,0.111225409,13.34704908,0,[3],3
13013,10236,0.081399601,9.76795212,0,[3],3
10236,13013,0.081399601,9.76795212,0,[3],3
10236,11737,0.101904844,12.22858128,0,[3],3
11737,10236,0.101904844,12.22858128,0,[3],3
11737,10235,0.083885085,10.0662102,0,[3],3
10235,11737,0.083885085,10.0662102,0,[3],3
10235,10629,0.147264927,17.67179124,0,"[3, 12]",3
10629,10235,0.147264927,17.67179124,0,"[3, 12]",3
10629,12541,0.179576219,21.54914628,0,[3],3
12541,10629,0.179576219,21.54914628,0,[3],3
12541,12542,0.092584279,11.11011348,0,"[3, 13]",3
12542,12541,0.092584279,11.11011348,0,"[3, 13]",3
12542,12892,0.162799202,19.53590424,0,"[3, 13]",3
12892,12542,0.162799202,19.53590424,0,"[3, 13]",3
12892,12893,0.205673801,24.68085612,0,"[3, 13]",3
12893,12892,0.205673801,24.68085612,0,"[3, 13]",3
12893,70024,0.155964121,18.71569452,0,[3],3
70024,12893,0.155964121,18.71569452,0,[3],3
70009,10115,0.16155646,19.3867752,0,[4],3
10115,70009,0.16155646,19.3867752,0,[4],3
10115,10499,0.121167345,14.5400814,0,[4],3
10499,10115,0.121167345,14.5400814,0,[4],3
10499,10123,0.082020972,9.84251664,0,[4],3
10123,10499,0.082020972,9.84251664,0,[4],3
10123,10127,0.055302019,6.63624228,0,[4],3
10127,10123,0.055302019,6.63624228,0,[4],3
10127,10515,0.109982667,13.19792004,0,[4],3
10515,10127,0.109982667,13.19792004,0,[4],3
10515,10137,0.047224196,5.66690352,0,[4],3
10137,10515,0.047224196,5.66690352,0,[4],3
10137,10147,0.128623797,15.43485564,0,[4],3
