rq_time,start,end,request_id,bt_c_0,bt_c_ivt,bt_c_gas,bt_t_0,bt_t_wk,bt_t_wt,bt_m_ivt,bt_f_ivt,bt_f_trfer,bt_t_fr
18678,30,182,28.0,0.0,0.11761705301531618,0.6843009555577781,0.366618926885523,0.11602706707116385,0.0896478065500952,0.12442872847286715,0.09226758011724026,0.5367017562210795,0.18726221089909123
18691,764,672,29.0,0.0,0.1669152200557048,0.3804422036200207,0.42307735979925876,0.2779507160282158,0.11077414806647627,0.13762421842417397,0.12512481653901822,0.4977432308813553,0.5555629713023704
18693,153,225,30.0,0.0,0.020426830602216242,0.3626135023879208,0.437859347363727,0.40795705704016805,0.1134229960522368,0.11046022932935934,0.13301098324781863,0.5292642027850666,1.1876006672389767
18697,561,496,31.0,0.0,0.1700637940757333,0.7765043811900698,0.36875773587799343,0.16802306187465654,0.11080781395497233,0.14243706909452908,0.0880228577312133,0.5271511573168943,0.05
18715,410,722,32.0,0.0,0.06649282825964038,0.6792745211283544,0.3510211717569234,0.20458719766639416,0.11304269998152998,0.15849044475522847,0.14370174750062514,0.5369844406313153,0.8181682878064621
18722,151,30,33.0,0.0,0.11797756256334165,1.2094825327664949,0.5023915222012003,0.19364212880845846,0.0713748885358112,0.11066569444438869,0.07977511077763236,0.46958443295360963,0.05
18762,729,95,34.0,0.0,0.03499990377451377,0.9384263244949179,0.44772177334715596,0.3345399470137938,0.09394730683220204,0.1320720846989695,0.1214100594294832,0.5098826687667605,0.7609895012021177
18772,116,108,35.0,0.0,0.08655192018117183,0.3258337960936798,0.3748631918978771,0.27484815244752986,0.05926052450431575,0.14895932894284314,0.15461374335087047,0.5176775153827543,0.7887157477659114
18773,581,456,36.0,0.0,0.08910820419790311,0.6346042272425051,0.4151112351256786,0.15627942075767906,0.06042256431382019,0.15646478308193892,0.1371822880317245,0.4927044640259673,0.4919092537714627
18814,517,1026,37.0,0.0,0.13069850290543034,0.8644521863853947,0.4464962995519742,0.08692429221246704,0.094071117041585,0.10247649027949256,0.08801925462560987,0.4941397053743103,0.8047768599575464
18866,1039,929,38.0,0.0,0.08354825876315447,0.05,0.4334572013815978,0.43303658643167486,0.12037329875327843,0.14840209176315944,0.12439973859112584,0.5201844238972451,0.6350247070025024
18870,227,1039,39.0,0.0,0.13095403503752456,0.9661880969635579,0.3987765302297202,0.5276710421884603,0.09654312589418462,0.11586200045677972,0.14826696958488905,0.5213183901166334,0.9347853978452578
18926,705,109,40.0,0.0,0.1414562522697676,0.05,0.49215410090228406,0.1888885494781311,0.11302854292484955,0.13436259269328202,0.10182995457734867,0.5041018141077871,0.5933239001189868
18930,693,225,41.0,0.0,0.06858574119562542,0.6863481499960347,0.4101702161588048,0.32837088312065116,0.04793366904030347,0.1249108474770411,0.050552731082120106,0.5292125186552873,0.43730283451814767
18960,208,306,42.0,0.0,0.10384539959928847,0.6540538023720996,0.4476438732064204,0.19211830057946502,0.1423714828383345,0.12704314406234446,0.1528636289290328,0.5094100009440857,1.0693294052176754
18962,516,183,43.0,0.0,0.02847707698867051,0.7468105445620193,0.40951102634930825,0.26862734591514753,0.13712861740264926,0.13490730243933738,0.12200573234293194,0.4960533249684506,0.2949404337436313
19000,130,211,44.0,0.0,0.020326711944537265,0.3655866721294242,0.46564922562025873,0.01,0.10230118202743407,0.1511236062481799,0.04674770206312756,0.5132663203993637,0.05
19010,213,1043,45.0,0.0,0.16337396383582858,0.6506320467440321,0.39122645864618333,0.20676279464075814,0.09616140265473767,0.13746259852586037,0.11911688279459294,0.49242788060659987,1.0988671648188886
19059,163,96,46.0,0.0,0.0313305581704377,0.6075058236482199,0.4020944837492823,0.19852706113418517,0.127030110021456,0.08131976661776344,0.13629656340577592,0.5421983655356918,0.5410786950982256
19059,71,245,47.0,0.0,0.147466347557753,1.057665413836814,0.4111013349119327,0.10555718769776332,0.09284449821027459,0.12693088914079098,0.1576226070968631,0.46493792434259945,0.5005467138143909
19139,519,777,48.0,0.0,0.0746791895557862,0.6260828472232073,0.3665125644882804,0.01,0.11046804791950336,0.16065057922252007,0.13091153659668694,0.5151414952342618,0.9980225230737255
19158,923,810,49.0,0.0,0.1377341692377664,0.40893641832545885,0.3954000013607159,0.23403394481325168,0.11912589199863421,0.13947095865289674,0.1306797154776377,0.5238973816208404,0.35434122026356096
19205,78,762,50.0,0.0,0.10776580068805675,0.6702762221334623,0.4442314506056365,0.228180389355922,0.1161483810745648,0.12465366099393571,0.08607554627028563,0.5084618451363941,0.1436724718285714
19234,1024,78,51.0,0.0,0.1023530421132642,1.170718016318372,0.4454843696512319,0.01,0.09458351023119944,0.1179584136958004,0.14990511817882893,0.4976503273278735,0.30284069792030877
19258,838,560,52.0,0.0,0.05435140909201911,1.168844543519056,0.3787321529448106,0.03468645145272495,0.14286023624921282,0.17506480204233144,0.09381208406162729,0.5062410749395543,0.1771488333255289
19311,1021,79,53.0,0.0,0.1061032579386065,0.29495784288962895,0.45211488310867537,0.3979004305376517,0.10523181105184011,0.10407969108101339,0.14010789791213857,0.4938195805530039,0.13720676970379148
19314,585,1039,54.0,0.0,0.121736142770276,0.662013844911252,0.46402715326888466,0.01,0.08363042336179552,0.12252261564862782,0.1659139155178555,0.47625676958600305,0.5728941936143629
19337,141,431,55.0,0.0,0.18997886391233892,0.6283405114918538,0.4282390338770556,0.09369762005258896,0.10619700639625787,0.0864875569913014,0.11540216217624302,0.4989345419512147,1.1029211024140497
19338,557,446,56.0,0.0,0.09126089239391212,0.05,0.47051146884346834,0.10642834552016386,0.06644224527797211,0.19049836558710792,0.0748457704098516,0.4832736604162969,0.8027789360384886
19347,496,142,57.0,0.0,0.0922285295120538,0.6437245757988599,0.40984596797894324,0.3258604007522475,0.10747609822161629,0.1538140693169605,0.12272061505012904,0.45558867738983866,0.837586193570025
19352,502,539,58.0,0.0,0.02137106825844451,0.4163575640695789,0.4561946894637902,0.14397942613216524,0.10821194072360528,0.14126384936662986,0.1418853759502942,0.4912607454364517,0.9461826867847078
19360,167,1033,59.0,0.0,0.10058481159543708,0.05,0.39726530906274937,0.16442051774199762,0.11634466259731369,0.17390270157926654,0.1305116484543903,0.5217536361147118,0.12403004289898834
19381,233,131,60.0,0.0,0.10724975219884944,0.18663305359828414,0.416609184264441,0.22058110096002886,0.10772109271600668,0.11548861069228109,0.12978071300474767,0.5036319080704221,0.05
19381,579,344,61.0,0.0,0.10703891470042798,0.5696811731226534,0.3371744015488628,0.2514967816983197,0.1051382102314974,0.13696676633878754,0.056790017391925,0.5243183647138028,0.5936921997274234
19391,60,474,62.0,0.0,0.035063251811892404,0.3774889389722768,0.42248587306017693,0.01,0.08793627954265724,0.166049707297576,0.06366758275407992,0.5099647604877064,0.5500507417230098
19395,359,227,63.0,0.0,0.1307541924565497,0.8770798810975903,0.408072110163552,0.1755061690529496,0.07469058283800648,0.1387039065668472,0.10990487208417031,0.5227923743920438,0.8197612367069727
19430,711,367,64.0,0.0,0.09635146871103867,0.05,0.3978007407606795,0.01,0.10540113066221637,0.1432846443954043,0.13008187610552724,0.4644776578827574,0.18506689675381333
19432,669,72,65.0,0.0,0.10478778688519774,0.6166227188954544,0.4963232066214127,0.16314139638974817,0.1284579886456229,0.15160067565105567,0.1290946163446595,0.5076577591530099,1.2374877721558206
19448,127,793,66.0,0.0,0.1486686368708635,0.6601171938270316,0.3517854587962157,0.01,0.13134263942559105,0.13817522993599832,0.12101324338921068,0.5114627003449554,0.6982082693141942
19453,130,689,67.0,0.0,0.12605107546726266,0.37830840743680316,0.3760568883917448,0.27947023338540067,0.11431415326177823,0.1201924342758882,0.11677550625216682,0.5065194120568671,0.427723215492353
19502,428,374,68.0,0.0,0.06962942301697957,0.05,0.43753393381080835,0.2241450820648499,0.1156043623038552,0.12168057461883622,0.12212229752428243,0.49376261060783566,0.05
19532,410,296,69.0,0.0,0.03678529151828612,1.0356607358798935,0.443272323575277,0.05594343510896041,0.1017557818359977,0.12069958634972684,0.11653218426604846,0.4790207969218214,0.6748644842386197
19582,670,921,70.0,0.0,0.1379841438762591,0.492068802528314,0.5444272117159367,0.24367261081197128,0.10658801318760971,0.14092167989461388,0.11024208173134105,0.5342272792628463,0.5032371108558229
19598,54,113,71.0,0.0,0.12611848655650745,0.5959419596154795,0.4558214587466894,0.04045716879453694,0.11196131864462947,0.16092277698355942,0.10611740139390932,0.4727520624289515,0.44696871849563286
19608,474,412,72.0,0.0,0.06006350625840148,0.7040106687634831,0.40451476167481665,0.12803533009220325,0.09597605432574113,0.17262338131497204,0.11003729532410078,0.47671196487002576,0.5287428719497478
19619,233,192,73.0,0.0,0.13788359962284585,0.9618789400325738,0.4611267718777719,0.01,0.08918208695489215,0.13683624071506986,0.08013440886698968,0.5272464158633557,0.05
19620,485,97,74.0,0.0,0.11662089550051771,0.823400291683485,0.5020133565332965,0.01,0.10695984499389082,0.1435513874872551,0.1197260071227634,0.4717011613900899,0.8772244162849038
19628,854,574,75.0,0.0,0.210251692565177,0.42903329096283804,0.4535981166364305,0.10159003310861534,0.09894446206477513,0.14246680099996445,0.1227926175760669,0.5024596584973808,0.9647623184026133
19651,448,431,76.0,0.0,0.12325477074108415,0.6117402970667456,0.48701011795106824,0.21686011507781644,0.08278481750757381,0.1286406521408134,0.13672520214457223,0.4780479925419577,0.9689442034790519
19686,426,539,77.0,0.0,0.10036786820044004,0.10414164868109088,0.43761869335204473,0.15957549473617016,0.09109447042662827,0.11864039563115682,0.11177702091426286,0.5135943134890186,1.3032786850796416
19700,460,133,78.0,0.0,0.153580156103385,0.05,0.39759187432092147,0.09207492059255384,0.12041355314360172,0.14933940012103472,0.11120214905097975,0.48801454604558764,0.6615945175196055
19730,1021,315,79.0,0.0,0.09403027920304181,0.3145172373051288,0.4073723942032828,0.13772379565973467,0.1083933865243433,0.12985340550860078,0.09579725488333866,0.4926032090259464,0.9888771636471219
19731,328,474,80.0,0.0,0.09401932804915437,0.35479315108196385,0.45255654785313054,0.1786126408197548,0.11164703210480402,0.1398002663217791,0.09599985837443654,0.5263820009445593,0.37299866589952035
19738,780,906,81.0,0.0,0.11423641161712464,0.23335791072295542,0.4107380762008625,0.3091759080213522,0.08739491295862364,0.15845820289117346,0.09014838746716212,0.5808151166870708,0.9901126425524467
19763,214,142,82.0,0.0,0.13374661048735473,0.05,0.4118271063091449,0.18628292417935627,0.11241626773425223,0.13070057848041777,0.1389016596062742,0.47131557619029135,0.28740799725985516
19775,311,79,83.0,0.0,0.05202878964981155,0.5724087077773324,0.387437307666368,0.16954091108200178,0.08751222376466272,0.14390168819112437,0.13977829726011726,0.5071255929508139,0.5124534861693048
19777,148,171,84.0,0.0,0.0858758366322332,1.0441100828359122,0.4620464282252477,0.4482876083040387,0.1025181881973804,0.11375687109578636,0.05147685775227498,0.5120605763779398,0.6838191905929574
19780,930,205,85.0,0.0,0.14704072202086116,0.9073215593027684,0.49653069793942733,0.0640779615963588,0.16123238975785428,0.14036535013540555,0.09713551919100541,0.4791289161986159,0.6483519569903419
19792,79,112,86.0,0.0,0.11788282210652715,0.25210567821641383,0.5132372003188161,0.28095324688572954,0.049361850871893154,0.14347024841589354,0.11280302641119166,0.48416540846840606,0.1510942452905742
19825,105,692,87.0,0.0,0.13307371381867805,0.954887030364201,0.4944924979348002,0.18405494522048238,0.12378515192828934,0.12434794220190916,0.1291653591167163,0.4670787462911111,0.12027416906897359
19914,282,864,88.0,0.0,0.20256138096249537,0.7501709204404777,0.44419183154138825,0.04435897313424754,0.15736919834111765,0.09867939374497264,0.06814899024904197,0.5045690330170817,0.5108941080572973
19925,79,115,89.0,0.0,0.12158724354178632,0.5220308156242353,0.39375263972984853,0.031189600264107525,0.11110367094237363,0.14234538655295198,0.1297534402924112,0.5070935269200353,0.14380619155095914
19929,850,80,90.0,0.0,0.07050936156743004,0.5409139675943029,0.470896143772378,0.01,0.13022275978863915,0.13744574256101885,0.09963809826900057,0.5009471107675466,0.3420095098958965
19980,773,309,91.0,0.0,0.08794543543017135,0.7337471610689683,0.41885042877585055,0.32213041675875626,0.11752707037070445,0.14683249759524913,0.1050662806013864,0.5025353944526948,0.9919972373318319
19981,675,672,92.0,0.0,0.10307112674646428,0.4065978977448902,0.455808506198265,0.4163387588955194,0.0911192664937148,0.1358780682132977,0.08841076704377605,0.5005739932771404,0.60487136694916
19981,836,428,93.0,0.0,0.018782180801025422,0.13337613563609108,0.4693054768330983,0.1074284598730414,0.08996800142979886,0.12084411683023884,0.12001281129944359,0.454029031035694,0.8622123973338897
20023,318,74,94.0,0.0,0.03153241675932188,0.24057028320847462,0.4633395636088407,0.24607409413640519,0.13066276624259726,0.1278954479356606,0.050301611289675974,0.533888012177928,0.05759489301113829
20094,433,259,95.0,0.0,0.12652836802575443,0.5746323221598196,0.4367948483837583,0.01,0.10875270771097979,0.1320771022802673,0.1427540153327076,0.47086761963686713,0.22405057956864027
20125,142,79,96.0,0.0,0.019252364961438576,0.43892855127600505,0.4346889680816796,0.05425099391043875,0.11878997114333173,0.15904088976076808,0.15389059515133327,0.5198947842911825,1.042123850281922
20126,950,829,97.0,0.0,0.09735149626089912,0.7473472983834754,0.46153551212209776,0.0844232866619756,0.131423124160209,0.11459121944536184,0.12445387072421196,0.49367216912065887,0.3938709220388513
20139,163,143,98.0,0.0,0.05665383863914672,0.15642938892103775,0.42496289714824764,0.4079054066655394,0.09778974148663196,0.17120121597347096,0.12438242040598378,0.4760202818313557,0.5844628607842209
20155,557,31,99.0,0.0,0.1425739516441761,1.0602018227940722,0.4640670109271154,0.14923561341639124,0.07212008580761564,0.12875799630393622,0.15078143286547402,0.51638949213954,0.05
20184,657,80,100.0,0.0,0.026683797667403558,0.6744586774881317,0.4352510030608223,0.2776358398762009,0.10224428133906924,0.14839660964760643,0.07193337496970575,0.48072479624262043,0.07317720090647162
20185,79,709,101.0,0.0,0.1423329709433902,0.8846677745492086,0.3625363433969421,0.07060838499570259,0.09203084551528509,0.10623007081811235,0.09892894414297758,0.5169807311620397,0.7668022304942406
20200,158,1043,102.0,0.0,0.09688267415781222,0.24699700831213472,0.46976342501151636,0.0514420072187846,0.12032316948584368,0.1336191959990318,0.08206992397732035,0.45858337662549,0.5602834606866066
20226,502,140,103.0,0.0,0.02048625460213617,0.44958223786203194,0.5131829238213317,0.07247126829385817,0.09717368013315496,0.11000397248022566,0.1383159170438421,0.499412899805716,0.14563844813336574
20232,389,340,104.0,0.0,0.1265998653441512,0.07866481325612484,0.44845441222752,0.25374348910917016,0.11684641875411791,0.1740959028905107,0.11351136589642942,0.4842610550715217,0.8156561866562586
20232,267,464,105.0,0.0,0.10155777941926103,1.1488859746029074,0.4622706092250856,0.10006251634334466,0.11803036012571662,0.14857392314208687,0.10691000954353286,0.4774971326753351,0.4447720842868777
20260,142,311,106.0,0.0,0.17533719913860327,0.9167772010455721,0.368650303513569,0.23814022650927358,0.07879601220836097,0.09773311788288257,0.09152243659733146,0.5020754227354218,0.5858222135657323
20274,342,239,107.0,0.0,0.13072879383098923,0.8235376711544984,0.3848390984096479,0.3114223930875988,0.13454309682604146,0.11671728433629917,0.10689256072989835,0.5368674315907771,1.217914957696677
20314,475,127,108.0,0.0,0.14787569076514528,0.25260882585867367,0.4434171973102537,0.12983440716018985,0.0950105985434695,0.13854619675732738,0.07752076758311166,0.46069315586071924,0.6211010270649316
20337,113,979,109.0,0.0,0.05918184673667464,0.4523240933256682,0.462930350733032,0.04839760551043751,0.11978424998072029,0.13702597129689886,0.10324117388631904,0.512914596717752,0.6478823280645016
20348,705,669,110.0,0.0,0.09949148529716188,0.4226147969144079,0.4545875969153944,0.2971010010168139,0.0906539111064483,0.12309997280292159,0.06975707448265825,0.48588905311152053,0.35619890509754876
20359,618,794,111.0,0.0,0.1099504918406231,0.6102798650351452,0.43434153223744937,0.3894213963815772,0.079221986090565,0.17969603264984624,0.0906653060088112,0.49863308491554686,0.2352424314158713
20370,105,796,112.0,0.0,0.15359558782154104,0.5741415643927923,0.4076540455575965,0.44822307802615446,0.11760863267747705,0.10965390786201144,0.14212780699961725,0.4826462745189197,0.24714912949859247
20374,12,726,113.0,0.0,0.1398464394827977,0.7592881578660998,0.4344876857343149,0.3026483396663525,0.1307035661873927,0.12587584120071466,0.1309812333356644,0.5466478681872764,0.7571792543229927
20399,266,511,114.0,0.0,0.1178247332273982,0.2475514225105705,0.45259662169721554,0.17232429689757686,0.13026730309368478,0.07461208511030096,0.12529376351274252,0.5006089824282257,0.3380770446123244
20407,233,315,115.0,0.0,0.09087931907946745,0.7425178627674515,0.47058180887774315,0.4140751347506333,0.09518775757248088,0.16282992634015048,0.08806330387094402,0.5037564638915759,0.7512984645306265
20415,255,516,116.0,0.0,0.10923546838199058,0.9978451109356719,0.35735544603091796,0.3052407372643342,0.12704538993994285,0.12573192374441627,0.11428531714494611,0.4885594295370185,1.0479810155668257
20417,142,627,117.0,0.0,0.11370107590754554,0.20961889811861778,0.418804112136285,0.01,0.1547789364218955,0.1112351254185354,0.09522118079268417,0.5326940179649545,0.566330996890981
20433,777,517,118.0,0.0,0.10497452431776108,0.4777606170473937,0.44412399236753836,0.6339693666000761,0.10095116759958374,0.12089530882593057,0.11137632554683663,0.4842182157067944,0.49309197127122195
20449,145,652,119.0,0.0,0.13673104438857456,1.011752544248065,0.4341430569443555,0.30039311845601935,0.05939322314002488,0.13470475155045228,0.10466384183445172,0.4847980553657506,0.5517027641472589
20457,391,347,120.0,0.0,0.1733120482606427,0.10355612715209372,0.44518495010831394,0.22416808468279426,0.1094295393523099,0.09734495466949475,0.08593642677864945,0.4749401604693151,0.2908978165884497
20503,196,92,121.0,0.0,0.13921089243334583,0.9760946846825782,0.4692994767420717,0.17458423566308906,0.0917322023459579,0.1431402835448575,0.12886092571336633,0.4790543322347844,0.5602716918135048
20503,475,812,122.0,0.0,0.10293864819041054,0.15131143881631237,0.41981834162471465,0.24921582510645274,0.0762031827808898,0.13097353339232978,0.09318939211705816,0.4995291720947331,1.0557567976720006
20546,1059,505,123.0,0.0,0.1551653454823188,0.4002829391314796,0.40056681792498877,0.12495263073857543,0.08038765890539884,0.1146698558348486,0.1647960375888399,0.4861161064276833,0.7999711242190861
20561,623,97,124.0,0.0,0.11912040645529173,0.2765728741439473,0.3756116505168065,0.01,0.08402138473066496,0.1283246783831534,0.1354754108119834,0.4557657391721574,0.7125837503556597
20574,773,354,125.0,0.0,0.07638650102467336,0.8413358842927068,0.4444020933433891,0.2703568326661432,0.10329909717716336,0.167607934798625,0.11750613019400946,0.5169639704695155,0.6361187683489665
20601,877,97,126.0,0.0,0.08615121146100758,0.05,0.4472131389459124,0.06334267309581439,0.11733173355225651,0.1566492617161744,0.0915870835280356,0.5265521066192538,0.5077724953535566
20602,72,433,127.0,0.0,0.16240361506357257,0.6884607129628197,0.3963559304552277,0.2662775626228374,0.09876784030712618,0.1281838298723045,0.13153724429545458,0.5305815786030217,0.05
20629,892,228,128.0,0.0,0.10952432481555141,0.5559360579441057,0.522292077925203,0.26818462318398373,0.13536643037145457,0.10558764209871206,0.14299357409591354,0.49671517244075303,1.1444522909916444
20633,894,159,129.0,0.0,0.17617233400671212,0.05,0.40972356404328214,0.29635854189742045,0.10319329965884153,0.17681954572593844,0.08372634222221816,0.4973582371013453,0.4532484059531414
20663,117,1039,130.0,0.0,0.052744145592514766,0.7385230899964745,0.3858277023836649,0.2504756989939706,0.14757274763765216,0.1554544697050886,0.0957025351481527,0.5157291078154306,0.07481608339706597
20671,212,109,131.0,0.0,0.15321249081954302,0.8422537494100255,0.3394767966783263,0.015192287147666989,0.12410531741183259,0.11641455551030995,0.10444404557486582,0.497523831971995,0.8520671015527204
20678,945,130,132.0,0.0,0.18927308478610588,0.23496458907949813,0.3609540577340384,0.31206488561552476,0.10174267724445293,0.15473983759911394,0.0888557736272844,0.502290091366234,0.2621499719343773
20697,231,410,133.0,0.0,0.11336025686721221,0.6972519092275427,0.4327902001805105,0.01,0.11003877229503757,0.1109722166761435,0.14866671203967768,0.5015438502342473,1.1635390535020722
20702,1,324,134.0,0.0,0.18194655570441043,0.8256409080570082,0.4299406602231544,0.15455189790803167,0.09500647636337829,0.11738870661678072,0.13422594913311925,0.5215167184356674,0.05
20708,79,267,135.0,0.0,0.17183071056832883,0.6752762011381359,0.5053703984065828,0.17406488478792714,0.11303910565761285,0.15923679724744666,0.13591956119287193,0.5107598257164934,0.9122258662172914
20714,189,74,136.0,0.0,0.07929447121504851,0.8200519725914779,0.34702179492794794,0.10408175831905161,0.11643371215975377,0.12451457202338831,0.16894415609755475,0.5320679490684991,1.1512627170513847
20720,205,167,137.0,0.0,0.09141201843565426,0.38964229106742065,0.4881420616178673,0.05858686276518152,0.11038491697868237,0.1488790503285923,0.14091623553117955,0.5197685944901651,0.45400897939381846
20730,773,790,138.0,0.0,0.0700726560072705,0.05,0.46827226094659136,0.23755842640702035,0.07596919593912847,0.1124043712070811,0.1275879805357252,0.4700383367596076,0.7482950261423547
20730,235,78,139.0,0.0,0.05438291269095175,0.5793962530425889,0.47164154906892947,0.37610897839821256,0.10130574642653344,0.10069608867917454,0.15702737295609595,0.5163217070901329,0.9078160525007735
20769,693,348,140.0,0.0,0.13891953164799026,0.7441525988545319,0.434767152219939,0.11000087674272731,0.10153417742827622,0.12366460064599254,0.08129149696276075,0.5119322949087249,0.8648317452755789
20827,807,32,141.0,0.0,0.09341522770597294,0.48787459922984644,0.4553642665540938,0.01,0.13054917793436896,0.14471599617276482,0.11534350391750123,0.49039499338844106,0.8202347346028465
20884,189,205,142.0,0.0,0.14829698212819276,0.3377997375098295,0.4211754447803938,0.1880479181590142,0.11233839096562061,0.15537043680607518,0.09093901586742226,0.5057332440462889,0.08070160856450093
20921,989,1065,143.0,0.0,0.09988772640873907,0.417892921997603,0.4938456568002552,0.18634199659346928,0.11494201486930472,0.14066132164728043,0.1038593704368343,0.5022252327759325,0.8586082561068746
20931,74,359,144.0,0.0,0.05168051244095204,0.673061722203116,0.41230712443555756,0.29527406339918044,0.10703227112858912,0.10722604158689956,0.07563413691808463,0.4856603804766769,1.3234968306141204
20967,637,824,145.0,0.0,0.1436204519204511,0.8367565797596123,0.4365261252252679,0.22349975629936814,0.09771057090869238,0.13161751939751143,0.08804851058588975,0.5205148606422727,0.8378283883256269
