rq_time,start,end,request_id
25845,13493,11680,161
39267,2689,2216,162
69078,8601,4713,163
39971,13630,5639,164
3197,3304,12054,165
51864,1467,5675,166
62454,13592,13472,167
54010,9099,10308,168
52154,13700,16133,169
3649,7109,4830,170
55851,9282,12657,171
10289,13131,5993,172
68868,4355,1321,173
22388,7660,16069,174
28219,1680,4652,175
16371,14028,2727,176
16949,14102,14499,177
6662,15806,990,178
71706,16064,681,179
39048,1948,11903,180
69108,10652,13976,181
14131,11717,15247,182
15224,15369,4859,183
52553,14152,12743,184
52271,12641,10179,185
69671,13461,14884,186
66491,10356,15101,187
22124,3402,6704,188
50931,196,16173,189
40181,755,14393,190
42398,1611,11152,191
30214,1161,1867,192
21733,15986,12193,193
33527,2574,380,194
53870,16346,10866,195
4660,144,11579,196
51107,1181,707,197
32876,1545,12194,198
68195,12428,351,199
20379,15957,15624,200
39176,15872,3150,201
47286,6665,13204,202
62651,4302,1559,203
41520,6589,3364,204
21369,15139,8719,205
3822,1894,301,206
55057,10471,6820,207
8044,3371,2440,208
50815,4128,7113,209
7359,15295,6187,210
174,5191,12419,211
27771,5590,5748,212
56590,16413,15998,213
6108,7141,14254,214
7423,14738,1384,215
18511,9823,15134,216
15391,4161,7111,217
25030,15770,4089,218
32234,10964,7196,219
22666,10279,14499,220
20197,2066,10259,221
23980,8141,5688,222
60306,5615,3796,223
43254,2772,258,224
7978,4697,10490,225
33276,17,10172,226
1002,12354,5902,227
58987,13278,1791,228
29112,3059,13346,229
36894,12085,1461,230
54342,6668,11515,231
57018,2333,6234,232
68323,3291,7052,233
6840,1145,5861,234
66682,7434,5824,235
32211,12031,15079,236
41758,13789,4433,237
29644,10603,2603,238
53985,7819,666,239
52137,6064,5916,240
28108,11441,6633,241
58060,3757,11916,242
33589,14433,4782,243
3225,6276,15272,244
30374,10802,11396,245
47120,4314,15861,246
44632,6999,7002,247
13987,3928,5122,248
7677,6792,783,249
4515,4099,9008,250
41373,9079,11761,251
36589,2206,9371,252
65818,3166,13786,253
13098,4818,5145,254
25913,15275,13432,255
23318,5390,2560,256
54691,8181,14633,257
59966,12863,6933,258
35776,2801,14361,259
43553,4869,6559,260
63488,5272,13866,261
64271,6674,11774,262
14547,2590,8730,263
193,1933,11808,264
53165,8671,2408,265
45445,8561,5379,266
19411,10295,4517,267
32528,9225,15941,268
15336,7557,3712,269
23411,9922,2413,270
61209,10349,10860,271
56463,3743,8567,272
43774,2632,13791,273
56327,15481,3336,274
42459,14312,9309,275
23434,12229,1555,276
18618,8905,782,277
53128,15292,12054,278
62407,798,6552,279
14473,14390,7565,280
977,16363,4577,281
38685,3308,11881,282
12238,12629,1251,283
44904,15803,6779,284
3503,8992,2933,285
49937,5808,1328,286
5919,1699,15550,287
42987,6268,3476,288
41831,2456,14937,289
62377,10020,11240,290
30630,9098,8682,291
58731,724,15501,292
65520,12326,7763,293
27345,361,16017,294
59526,1017,16302,295
40141,9223,16016,296
18402,4778,6589,297
14740,13930,12694,298
48563,8272,5435,299
4541,10305,8022,300
26374,13024,9293,301
61397,5338,7863,302
70244,11554,11216,303
46554,10807,15281,304
71205,1877,6202,305
71109,4828,15173,306
29669,1339,9803,307
52499,15561,4036,308
23554,9590,1969,309
15838,2952,5533,310
34253,10804,10907,311
66115,14652,687,312
40147,3026,14345,313
52015,8170,12013,314
2626,5783,616,315
59401,8867,14280,316
58849,2098,14461,317
8408,4612,13753,318
32333,8506,3524,319
6836,4653,6371,320
14879,4156,12487,321
10476,4521,15684,322
51688,13881,5527,323
40647,9091,13409,324
62137,662,7014,325
21103,16055,15963,326
28982,10744,2208,327
9904,11998,5577,328
23225,9027,1849,329
41660,2318,2022,330
19948,7210,8471,331
45631,2240,13696,332
39933,6594,1880,333
18966,9940,4371,334
33368,3688,12401,335
66143,6511,806,336
20568,10399,2519,337
37808,8742,985,338
70214,3768,10590,339
9475,6077,95,340
60176,13580,2332,341
56472,15994,4447,342
34800,4000,2588,343
51267,3650,14302,344
65701,1623,7747,345
7876,12705,9311,346
6354,2988,13319,347
66314,13833,7102,348
34820,10344,7037,349
8911,2664,316,350
5160,6507,13052,351
42556,456,13293,352
18732,1734,14500,353
34979,6640,6684,354
62299,12326,11095,355
42594,2628,13218,356
10555,6843,10499,357
44469,7001,6266,358
38693,5213,13862,359
67666,10288,3941,360
55838,8792,1146,361
22221,4268,13010,362
38796,11039,4097,363
4473,7458,4206,364
20126,3301,2365,365
5209,2855,10142,366
49428,5161,8722,367
10576,11981,11129,368
39454,2955,13416,369
56784,6538,10588,370
14006,9253,6516,371
21177,13821,6247,372
292,9049,2393,373
21096,5875,12825,374
71220,7281,1435,375
52593,3998,101,376
58764,11983,3202,377
45488,10846,9477,378
38263,7254,8940,379
46771,2499,9607,380
39046,11634,4910,381
50446,10659,2247,382
40988,5073,14390,383
10483,12951,10176,384
36711,1377,5620,385
12228,848,11146,386
31220,10946,9036,387
17280,912,13798,388
54672,11129,11883,389
51155,15249,11953,390
11644,12184,12977,391
21481,15905,170,392
955,8420,13292,393
3789,4857,2282,394
47446,4676,6214,395
64160,3607,10975,396
11621,7804,3546,397
66855,14120,7935,398
7130,1235,3661,399
6476,11072,14697,400
22875,16036,13129,401
1682,3619,13961,402
58920,1762,11871,403
23173,4668,9564,404
45429,9488,8825,405
42857,9437,7942,406
65358,7692,15226,407
71123,6545,9816,408
32203,9588,6325,409
54676,15903,10374,410
48842,986,12616,411
2525,898,3919,412
19761,1665,14333,413
7591,13196,4088,414
64584,3023,8256,415
58931,6301,12058,416
19947,13909,10605,417
43715,7129,5927,418
4712,10083,7992,419
4596,10030,15310,420
54676,11765,15211,421
43637,261,12207,422
16395,8758,5559,423
22393,15882,11662,424
13115,15181,10887,425
47429,7224,8362,426
46973,10987,15776,427
20380,9227,7614,428
61599,6765,1193,429
21446,4200,5260,430
2649,8628,763,431
42756,11228,4950,432
35803,10345,10798,433
33477,2856,2456,434
29503,6052,5276,435
66892,6885,8351,436
71961,5996,13351,437
40612,2199,6098,438
25000,10616,1393,439
61783,14379,1622,440
12621,8784,6975,441
23295,2835,5325,442
40721,12742,6577,443
26898,10246,7639,444
3050,7201,13654,445
3183,487,7420,446
68909,8724,9971,447
9276,4748,1530,448
65118,942,1193,449
63440,5552,8309,450
69222,14353,8869,451
42710,14375,15858,452
25523,5219,10935,453
40485,14948,443,454
41503,10878,8884,455
10949,12172,6517,456
60164,13046,11040,457
43001,15801,15974,458
17215,3889,7486,459
28505,13358,14622,460
21547,2548,10838,461
30533,3997,15813,462
18790,7143,380,463
34342,4600,2555,464
60814,7018,11306,465
42790,13082,13855,466
8767,9758,5309,467
1586,2543,5118,468
38256,11560,13166,469
2288,16473,1199,470
61802,1046,11630,471
21299,11428,815,472
61500,4350,1934,473
39909,2242,4724,474
71659,2214,14366,475
27199,14424,1024,476
21894,1724,2602,477
15325,8581,12904,478
61130,1940,10578,479
2222,15481,13995,480
66812,9988,10893,481
32586,4652,12726,482
6553,1469,6516,483
25672,1883,6978,484
66421,8298,1545,485
61422,11626,2949,486
27609,6172,3944,487
50291,14821,15161,488
65508,8583,13438,489
56081,2897,15648,490
24797,1817,9614,491
17026,5071,7058,492
13436,6679,733,493
28987,7103,15923,494
11588,7270,3227,495
57509,12888,14497,496
37886,9392,9032,497
62957,14050,9618,498
31434,11973,8442,499
45449,5518,8837,500
34334,16260,9481,501
58990,15784,13921,502
36821,16009,10705,503
65495,10168,4564,504
40563,207,1130,505
46724,12807,8870,506
57055,9762,1041,507
769,12199,15493,508
46629,5594,13122,509
49839,12190,11343,510
64534,3418,5705,511
18917,7309,2047,512
26957,6607,3124,513
69263,2856,10700,514
62789,8387,10846,515
23058,11907,16456,516
33589,11569,6543,517
14295,10455,13388,518
25199,3993,8355,519
28053,13404,8023,520
13386,6095,7835,521
24378,6092,11591,522
43483,3979,12151,523
47980,2036,2121,524
21740,12392,1138,525
33260,15421,9745,526
53892,6782,2162,527
38020,9021,15254,528
50879,7767,1265,529
48904,12899,2100,530
3984,5458,6611,531
12343,3766,6605,532
55300,16396,12229,533
3229,16271,16253,534
70508,3495,6806,535
19080,12796,10710,536
42615,1690,12917,537
19660,1363,5854,538
19260,10262,15795,539
23554,5123,4150,540
26487,2428,9555,541
34505,11860,4714,542
31797,3632,6922,543
27218,6756,13110,544
12240,6310,10897,545
30961,10057,16423,546
40103,5524,12613,547
33310,15839,10192,548
16432,9269,10523,549
5650,6098,10035,550
39837,4452,15883,551
57428,8385,9764,552
9151,6550,15829,553
10842,14576,16408,554
59744,1121,13144,555
58295,6174,10870,556
49469,7553,14830,557
39596,326,13748,558
8967,15729,6353,559
54730,13166,7765,560
40010,3710,11283,561
61916,2877,14945,562
15993,16202,1841,563
43503,10317,13752,564
20440,12807,9710,565
42143,5418,5957,566
13440,11753,13058,567
65633,8783,13969,568
31040,8361,12,569
51264,2177,2677,570
7459,3622,11595,571
38106,5680,11305,572
10461,10126,16006,573
35458,3779,15674,574
65489,5615,5322,575
40985,3781,15549,576
10475,108,10460,577
50878,10001,15801,578
43202,4526,97,579
15132,16097,6968,580
1194,8631,16304,581
62555,548,15001,582
33435,8628,13796,583
55571,10887,8681,584
45635,8401,12153,585
22688,3767,12354,586
28692,10413,8823,587
45118,9787,13076,588
31910,4612,12032,589
69863,4252,9774,590
45816,7746,13785,591
24361,4201,15311,592
31299,8981,14845,593
40299,1512,13080,594
17859,3144,3071,595
51747,16533,2248,596
68281,2844,9213,597
168,16423,5824,598
55269,15353,5987,599
59362,10327,4882,600
37949,8637,10462,601
21206,15429,685,602
48734,10039,16378,603
52799,14827,1127,604
59295,2758,13814,605
36461,3664,12103,606
25433,3455,6823,607
3279,9097,12312,608
8869,6857,5723,609
28692,6833,872,610
15283,9873,13206,611
38695,3394,2862,612
40710,8336,12172,613
33489,7407,1339,614
21944,7929,7221,615
18977,4943,2737,616
44440,1966,1297,617
51951,406,9386,618
17492,2612,14555,619
11682,6140,16451,620
67000,1672,14451,621
32452,6806,4046,622
16841,13581,2050,623
39813,1259,4506,624
14045,3589,7291,625
13745,8417,1811,626
35923,5431,9866,627
50438,5628,12059,628
51872,12613,5196,629
69542,632,256,630
53849,4951,6248,631
44599,8693,11464,632
57871,1538,8042,633
4908,5347,257,634
41053,8133,14664,635
17488,7163,2595,636
5743,16104,6114,637
18907,13590,1680,638
58289,7292,4813,639
37188,1299,15231,640
10734,3182,9541,641
18831,1380,7357,642
15241,10200,2212,643
14433,4099,16240,644
51699,16257,12162,645
64944,12526,740,646
21540,4633,13962,647
41520,4375,4196,648
65743,5895,15145,649
16027,11911,2783,650
56818,2888,4108,651
34776,2810,2856,652
57569,10912,8349,653
53000,13577,14793,654
40379,6644,11723,655
25317,9399,15446,656
55602,30,12733,657
1991,14920,9236,658
38092,1177,16401,659
21503,8134,15763,660
31436,6830,4523,661
2202,230,9331,662
45320,12254,13555,663
63570,8383,6876,664
12107,6175,1719,665
16542,10539,14031,666
61514,3767,2575,667
52307,5615,3085,668
17800,9468,11849,669
55975,13125,1318,670
35250,1809,11377,671
41644,9129,3893,672
20251,3953,10146,673
49454,2711,15753,674
71617,36,3364,675
50714,6865,12926,676
20238,5544,12485,677
49549,2103,9650,678
6411,1299,14109,679
43135,10788,8860,680
41253,648,7157,681
49240,4355,6974,682
25095,8921,6410,683
6878,1486,6570,684
24992,13453,9058,685
40141,1364,6133,686
39026,6944,12279,687
57683,9647,10900,688
33559,5859,9125,689
65446,11063,13389,690
22438,16117,2403,691
50654,7453,14901,692
43709,1544,1566,693
2133,15562,12024,694
70450,732,12532,695
42670,11780,12074,696
14755,5459,9725,697
71348,2448,9041,698
56125,863,9769,699
21736,2802,12396,700
27334,12026,999,701
28520,2277,9968,702
30996,5117,11379,703
17304,1448,3338,704
6253,9587,12198,705
59412,1339,15882,706
54131,15186,8734,707
16364,14555,9968,708
8529,15929,14329,709
63025,14508,3643,710
65078,3365,12101,711
49593,6400,13415,712
22044,4542,2876,713
37542,81,7991,714
3112,11457,14386,715
27005,5496,7100,716
24909,9396,15403,717
46395,2552,7691,718
15282,5997,16362,719
11541,5689,2482,720
55707,9986,1398,721
66470,960,5488,722
12569,5890,10201,723
7106,7354,3245,724
25311,16045,10241,725
10762,2341,12275,726
23245,12032,15235,727
6509,9846,2597,728
15341,3542,11794,729
10465,12536,10624,730
28300,8792,14476,731
26280,378,1766,732
40427,3531,9516,733
43946,529,16148,734
42919,12980,14090,735
68882,6437,3336,736
50785,6839,13104,737
62851,14836,14867,738
54533,13921,4759,739
13578,15108,8404,740
9080,6494,8100,741
68461,9875,2835,742
14406,6848,10388,743
48859,11477,2020,744
48173,2809,2521,745
62407,13027,8849,746
64722,836,16110,747
12421,9699,1735,748
8303,2205,11627,749
62651,13958,2388,750
18039,13195,1790,751
20025,14936,8126,752
60904,8727,3203,753
67852,13020,2029,754
44290,2861,13433,755
41154,10031,10310,756
57459,16381,97,757
43583,8575,5534,758
63604,2399,10799,759
66274,1645,4005,760
36967,5877,6240,761
30078,13424,9098,762
55287,7334,7923,763
12889,3079,1675,764
52477,5235,2282,765
27524,13483,115,766
65502,14686,15346,767
42380,8813,3318,768
16396,8245,2160,769
40636,2479,14462,770
7325,8143,5932,771
61214,10614,11482,772
58662,2051,15714,773
24997,2915,14622,774
14413,1543,6290,775
68614,4970,11244,776
21712,14351,10846,777
31711,169,11789,778
55036,4929,7269,779
21669,9023,2279,780
68297,5073,15078,781
15113,5966,6992,782
13479,5360,10102,783
62795,10441,6748,784
20921,4944,14534,785
27504,7472,8645,786
16040,10802,1849,787
12827,14505,5293,788
65365,4123,10303,789
41570,2013,158,790
42127,5461,10202,791
60147,7684,8454,792
38764,11641,9585,793
15478,3627,2323,794
11186,13756,7695,795
19245,15375,2924,796
20194,5058,2495,797
16875,7367,6459,798
53025,12439,14381,799
49469,3894,16191,800
59016,279,6875,801
39345,15972,4573,802
48551,6636,50,803
42697,141,4316,804
23118,1412,11220,805
20108,8584,4093,806
33095,2324,10670,807
19329,1013,14323,808
45819,15030,10866,809
24841,14403,12490,810
8970,13769,9599,811
9925,5533,1193,812
32396,352,767,813
14865,4735,16184,814
1037,2037,8337,815
15753,12996,14331,816
50356,7537,13943,817
60032,8747,7648,818
4764,11238,4705,819
42068,7213,4342,820
22344,1053,12889,821
45413,8803,6586,822
21358,4418,4987,823
53894,14595,4781,824
33957,3668,14845,825
51189,56,12983,826
66867,1898,3869,827
63873,7786,1807,828
48704,8689,6625,829
27034,10741,7174,830
55597,5247,10762,831
8161,11457,875,832
23384,3344,8775,833
26739,3489,10491,834
64388,639,10698,835
11731,11015,14275,836
51754,16128,11487,837
2347,2043,15863,838
21217,13621,16078,839
2834,11097,10109,840
50782,7178,14814,841
16076,11633,12741,842
70840,4887,2036,843
63170,2901,6697,844
50036,3638,14410,845
28856,11044,10228,846
24475,13216,745,847
60638,7380,13658,848
26393,14851,3132,849
54976,7418,6391,850
18134,12163,4407,851
37370,248,9406,852
71849,5229,11341,853
31432,13052,6843,854
23194,8512,4800,855
3977,818,6194,856
29514,12520,9170,857
58588,3725,8157,858
56625,2060,15999,859
12028,5168,6139,860
18638,2783,465,861
2505,8938,14322,862
68135,10135,13943,863
25443,12564,16195,864
32922,4994,9347,865
41607,2544,9804,866
29597,14559,11883,867
56787,1307,13687,868
42211,9506,15842,869
18416,16050,2866,870
54441,13904,3163,871
28513,13662,2787,872
11313,15325,2113,873
53265,16314,12883,874
46262,6857,15142,875
19867,11161,10072,876
55998,228,3656,877
29428,4054,14226,878
37286,3291,9816,879
39199,12900,3101,880
9251,11780,11401,881
28480,8168,1098,882
17579,12313,7589,883
56990,6853,8183,884
51137,15194,629,885
18226,2478,13265,886
4882,13341,4176,887
7363,4316,7392,888
64760,13562,6654,889
42959,3653,13154,890
25451,887,4132,891
32514,830,7807,892
39712,531,5646,893
15282,3105,14784,894
37713,4115,4312,895
35318,2580,2477,896
32832,3126,14903,897
24089,12609,8663,898
69724,9974,2938,899
33479,8670,10619,900
41646,6608,2058,901
50002,8723,5020,902
56903,2537,5035,903
54578,1496,11721,904
56480,6616,5144,905
61192,15494,16340,906
4297,8220,7249,907
62664,8829,3040,908
68869,768,9184,909
66891,1700,16047,910
34977,295,11751,911
64642,9014,1537,912
228,2836,7838,913
29502,2856,4853,914
11315,15038,2354,915
18721,8997,13733,916
67007,5165,7236,917
1225,11576,3033,918
33787,200,2521,919
15947,3721,11255,920
40468,7866,12586,921
22972,13068,884,922
29388,15585,5532,923
26112,3640,14742,924
21000,1776,8752,925
62494,8338,9752,926
30004,13893,199,927
56658,8613,3105,928
68499,787,871,929
2836,4776,8414,930
27921,5598,11918,931
40823,2156,7967,932
643,3857,1493,933
44174,2989,14428,934
39832,6797,8976,935
31537,7768,1,936
55609,13939,50,937
47387,12694,16203,938
12342,16251,3570,939
19053,7059,11578,940
10976,4062,416,941
10891,741,12107,942
21137,11096,7666,943
62983,11810,14661,944
41537,7872,8743,945
5580,15493,10325,946
22757,767,8789,947
35874,10839,13999,948
16578,8065,7116,949
43326,4725,15173,950
29492,15676,11081,951
6511,5251,8302,952
40194,14812,1090,953
19420,12655,15366,954
52961,8393,14254,955
34360,3147,12945,956
34276,8798,6605,957
59135,8679,8532,958
34489,9088,1547,959
12179,4691,2005,960
11778,14021,451,961
16564,11808,16523,962
68968,2509,7921,963
69445,12317,3719,964
66979,15508,1251,965
4245,7449,11021,966
19261,10355,6637,967
16363,3552,1415,968
42042,10748,5910,969
67233,16115,1976,970
32922,15569,3354,971
63925,5610,9769,972
33115,7194,1075,973
41246,1814,2349,974
4518,9646,11384,975
16168,11111,4435,976
23870,8973,5752,977
26325,5547,14310,978
64033,13829,2441,979
23398,4735,9769,980
24964,754,8908,981
6064,202,7518,982
9706,11772,4432,983
56054,4286,11946,984
30971,4490,14295,985
61660,6834,12640,986
10362,14406,765,987
32369,5342,699,988
42210,2366,14828,989
68334,9456,8942,990
10744,11382,1765,991
25128,8625,5580,992
45635,8709,9636,993
65234,15671,6016,994
8613,6300,12502,995
58727,15414,15203,996
58495,7349,13319,997
57494,13421,6443,998
39930,9117,5452,999
